STARID,LABEL,1th Peak,1th Peak F.A.P,2th Peak,2th Peak F.A.P,3th Peak,3th Peak F.A.P,4th Peak,4th Peak F.A.P,5th Peak,5th Peak F.A.P,6th Peak,6th Peak F.A.P,7th Peak,7th Peak F.A.P,8th Peak,8th Peak F.A.P,9th Peak,9th Peak F.A.P,10th Peak,10th Peak F.A.P,11th Peak,11th Peak F.A.P,12th Peak,12th Peak F.A.P,13th Peak,13th Peak F.A.P,14th Peak,14th Peak F.A.P,15th Peak,15th Peak F.A.P,16th Peak,16th Peak F.A.P,17th Peak,17th Peak F.A.P,18th Peak,18th Peak F.A.P,19th Peak,19th Peak F.A.P,20th Peak,20th Peak F.A.P
NP-GJ4254,1,0.1878837173106018,0.9999999713037993,0.17684569587406884,0.999999981634067,0.15637503952071702,0.9999999911820898,0.13926561414334718,0.999999994605093,0.1392194975548853,0.9999999946112552,0.13357984883519752,0.9999999952753538,0.13346581673785607,0.9999999952870826,0.13161219510268496,0.9999999954691609,0.13024642076527942,0.9999999955933836,0.12846558193582042,0.9999999957434174,0.1271722263480689,0.9999999958443222,0.1265285321723464,0.9999999958921152,0.12481664435881815,0.9999999960116656,0.1230222688358631,0.9999999961256671,0.12129767164018627,0.9999999962248508,0.1182321655452199,0.9999999963773945,0.1155737107882062,0.9999999964863836,0.11428025537819575,0.9999999965319204,0.1142100581379214,0.9999999965342544,0.11079607448354696,0.99999999663101
NP-GJ429.2,1,0.023234659860795384,1.0,0.020588927595233186,1.0,0.02008488013982826,1.0,0.018688995308155244,1.0,0.01651706202843316,1.0,0.015495094444269988,1.0,0.015147440738596446,1.0,0.014962477220759687,1.0,0.014805990250897696,1.0,0.01420198336623557,0.9999999999999998,0.01140721079352684,0.9999999999999988,0.009882793721175384,0.9999999999999952,0.009842715014085143,0.9999999999999952,0.009813832115954536,0.9999999999999949,0.009781424508835505,0.9999999999999948,0.009416879079198172,0.9999999999999926,0.009020286365278423,0.9999999999999888,0.008789952186750353,0.9999999999999856,0.008746330275957547,0.9999999999999848,0.008627251840552576,0.9999999999999828
NP-GJ4303,1,0.9687773817891988,3.5126446192215895e-52,0.967982542848033,8.67937493000526e-52,0.963641672431328,8.42046727076565e-50,0.9601253248383128,2.3329588343900405e-48,0.9304159260347712,1.1651779813417598e-39,0.727028112194169,2.415353991185839e-18,0.4928010468841512,9.661066473706616e-09,0.4792948888758352,2.454130943690285e-08,0.4577527516168405,1.0321570485354319e-07,0.4100886777933091,2.028483663111996e-06,0.3221871286422761,0.0002670255577926115,0.30425247314986353,0.0006643299636509274,0.29294344738183004,0.0011645845392699028,0.2677133554982449,0.003928802917345254,0.2299302435229636,0.022076831950038744,0.2133103490060755,0.04532733042291931,0.19781301294171552,0.08622861188006584,0.19347644778068665,0.1026320367028215,0.18902449223618725,0.12234544816211645,0.1662197498240182,0.28266137845668204
NP-GJ431,1,0.6988832067780065,1.8075674208593524e-05,0.6925762542833211,2.380541581137989e-05,0.671892467032765,5.6481795578265685e-05,0.6672755548693509,6.797466790286294e-05,0.6659158057031555,7.174948479669347e-05,0.6553912090779566,0.00010820148928165789,0.6476165870454745,0.00014536500051109513,0.5694376477841367,0.002037669891211786,0.546650168699885,0.004002013931190682,0.5348812941319201,0.0055912126287767155,0.5094398113300724,0.011169365134905452,0.4335506327431936,0.06973695871253344,0.4178863190909911,0.09749646154526306,0.4101389150639737,0.11440532475638288,0.3694183340542527,0.2472934608025636,0.3566339316824859,0.3065301945693718,0.350144127643477,0.33990106453097746,0.3476986235216923,0.35303028586636603,0.3435748324840162,0.3758285027221014,0.3393996171511701,0.3997143455158594
NP-GJ4332,1,0.6794071347605416,1.9615121784338493e-09,0.6780661395671868,2.1525489781550654e-09,0.6645043132766245,5.3926513161697915e-09,0.6521579556578768,1.2047528598503175e-08,0.6496239540266064,1.4157473774117392e-08,0.6491262608520145,1.4611364044276243e-08,0.6470134871809159,1.6697469524733458e-08,0.6467907060347671,1.6933300806640044e-08,0.6406156182656974,2.4890390865399303e-08,0.6262139607175088,5.957506327410572e-08,0.623540965139332,6.97864937372912e-08,0.6234793313351245,7.00405800456502e-08,0.6186831666665191,9.276197468840433e-08,0.6183278778214606,9.469923442162019e-08,0.6172932143184304,1.0056317542060227e-07,0.6153585121921852,1.1246982262368196e-07,0.6121858145237247,1.3495567509800141e-07,0.6117058047569913,1.387104286333252e-07,0.6106995193770959,1.4690781435493748e-07,0.6085181443286589,1.6629289942228504e-07
NP-GJ4364,1,0.7184265019351923,0.2893098514438538,0.7030697338472449,0.3344549487969765,0.7022743775916036,0.3368549974434972,0.7020110244886906,0.337650905524802,0.6990914022053725,0.3465142308118133,0.6933248453835151,0.3642208804269717,0.6928244197730427,0.36576919719414974,0.6902060842070569,0.37389868570751855,0.6891799851327445,0.3770970667771893,0.6865091816629598,0.3854531821838891,0.6828367182943663,0.3970113320402427,0.6794647451430977,0.4076860046699833,0.6766797123184585,0.4165421565915329,0.6755814956620189,0.4200432279991036,0.6663203785053534,0.4497250586330814,0.6662228927360785,0.4500386860965685,0.6600851911961759,0.4698147377535813,0.6586255424769227,0.4745236834613201,0.6492663752999173,0.5047133283839893,0.6471412035122216,0.5115569917271238
NP-GJ43,1,0.6916205191627465,0.00012283962792432286,0.6817658382252108,0.0001779015629162806,0.6237561259889193,0.0012691333672590133,0.6224621039730842,0.0013211223174536455,0.6208377238808289,0.001389125671377697,0.6148103873569835,0.0016702332655127198,0.5655943973413273,0.0067667958844656855,0.5568888630158186,0.008512833662287923,0.4863724581676706,0.04594917011416218,0.4779893726446263,0.055061328564446836,0.4613130387423824,0.07795322128502165,0.4328485192195138,0.13573962154924465,0.4275514538393328,0.14964963304998702,0.4262279789359342,0.15329786961365802,0.4238358642611796,0.1600715009172615,0.41535051853361066,0.18602050660922032,0.41355383529567097,0.1919102358195212,0.4096756930910351,0.2051066392091276,0.4079526975437615,0.2111839827136532,0.407625160165898,0.2123543124062076
NP-GJ443,1,0.053114832438719374,0.9999999996688528,0.0479176082018782,0.9999999996803556,0.04367129713442625,0.9999999996617348,0.039541148910826315,0.9999999996100124,0.03841776750119538,0.9999999995877648,0.03706121441603998,0.999999999554582,0.035946072652321574,0.9999999995210384,0.03276330847681831,0.9999999993816858,0.026792939757544636,0.9999999987510256,0.02655032797368235,0.999999998705632,0.025026714260313318,0.9999999983568136,0.024537501329865145,0.9999999982162124,0.023192239758443815,0.9999999977315448,0.022427559541028617,0.9999999973732872,0.02155222815424849,0.99999999686382,0.0212127243806771,0.9999999966311398,0.020968018849607518,0.9999999964492357,0.020505344749177232,0.9999999960688172,0.020018486916381542,0.999999995609538,0.01973691151263001,0.9999999953121684
NP-GJ476,1,0.6213342051377234,1.5511030764072494e-05,0.5495386975632598,0.0002792094345421304,0.4897203601582769,0.002193935388041505,0.44813482922639375,0.007929698937266725,0.4035257443683504,0.027934086580458237,0.38729214898722497,0.04287336273410999,0.3855731838063242,0.044820199169915684,0.3805127347805517,0.051024589052747975,0.3716162726697549,0.06383087782797991,0.3625361627758506,0.07978687991479796,0.360515349764465,0.08378421885071521,0.3601024285922462,0.08462234821714681,0.3525968476715371,0.10118971779599037,0.35119555014426,0.10457696396694392,0.3501964281619173,0.10705150679889723,0.3500810400934941,0.10734051811105502,0.3357145729045253,0.1489455123180168,0.32508310744000163,0.1877163186638856,0.3214012156456665,0.20289287944003606,0.3132916810833554,0.23968067840938675
NP-GJ477,1,0.3974324093735857,0.0252001139197696,0.3896987694080675,0.03169107054245628,0.3857663402898721,0.03555306493460958,0.3847604257244178,0.03660817820874515,0.3835190624617463,0.037949882340956836,0.3802803108254177,0.04166560086146245,0.370355259372567,0.055219481640779965,0.3658795476349918,0.06255096177944748,0.3656955651064625,0.06287032527910337,0.3606910888138351,0.07214021051085641,0.3571030352964742,0.07952140761204242,0.35392007452955904,0.08662459436313982,0.35255968212796435,0.0898282495495199,0.3497596174477786,0.09675328152986667,0.3486653577472929,0.0995845956135094,0.3482330894033332,0.10072292361197474,0.34732365047382585,0.1031550914102122,0.3461918500250517,0.10625351877392772,0.34312425512632705,0.11506241002512535,0.3413794491637623,0.1203497244233714
NP-GJ508.3,1,0.52090229954625,0.0012109325437487484,0.5206347905993107,0.0012218186819419553,0.4955453251406074,0.002764283446017848,0.4935948222949466,0.002939998767406009,0.4872970537015039,0.00358099357111111,0.4867310748417514,0.003644559611998022,0.4550489876435157,0.009441977039236908,0.4464462834637477,0.01209488392922769,0.4365515720477835,0.015990705506395562,0.4356335779871152,0.016405428550691947,0.4278826328248687,0.020323366313209183,0.4273260074337889,0.020635465646615347,0.4073613127602406,0.03520577149801757,0.40532852786727136,0.03712295680119103,0.3971474052857277,0.045834800491519466,0.3920717835372506,0.052128434299222405,0.3866964484725396,0.05963070923217044,0.3845814716438601,0.06283791091210253,0.3819150601071293,0.06709998400024578,0.3769978473371233,0.07563764112760897
NP-GJ510,1,0.34720710286842155,0.0029489336237260213,0.3347768568274043,0.004814567957400708,0.29679816207040416,0.020146489490333982,0.2814202591553321,0.0349202882742112,0.274155057427628,0.044990537808818114,0.27054895939165496,0.05093610841302496,0.2641946485666245,0.06321095824332296,0.2616822355596751,0.06877309930882923,0.2601595839695089,0.07235817215692328,0.25311435246054065,0.09125994999035662,0.24522193862584346,0.11760393626096248,0.24383271925925776,0.1228802103904465,0.2306467784368549,0.18404364650267946,0.2223367824005474,0.2342675713625018,0.2170802510763683,0.27121721809893584,0.2170503419264491,0.2714393035079884,0.2162505391593026,0.2774281651671069,0.21530990944906786,0.28459512986371865,0.2138971148729704,0.29561083462441945,0.2138344362149905,0.29610652967402884
NP-GJ553.1,1,0.28192806452468183,0.7857408918784288,0.2757580925323085,0.8152305405308508,0.2625081904694424,0.8711089987899712,0.2538621708454426,0.9015144024570164,0.2369141533661824,0.9467885757652996,0.2365664200898989,0.9475258826914151,0.23479989307851395,0.9511589964687752,0.23446379221505756,0.9518291571148968,0.2316900778065321,0.9571077631876378,0.23071058982181614,0.9588664159448016,0.22986179453933706,0.9603469105875968,0.22902548626606795,0.9617666603309338,0.22859067747543835,0.9624896995541996,0.22802004030916664,0.9634230795179929,0.2274304772848471,0.9643690704276108,0.2264806006328105,0.9658544617659448,0.22590477948344775,0.966731926655064,0.2256944370955403,0.9670481749716848,0.2256293271330797,0.9671456053772034,0.2254565357250545,0.9674031141417601
NP-GJ56.1,1,0.3602888584662993,0.0028014723227310395,0.3390318931692466,0.006347068205609141,0.3292450535656841,0.009153623369490195,0.3275967313081273,0.00972961900248293,0.32714451878765355,0.009893561653549895,0.3231950743463575,0.01144120114374824,0.31409380400818143,0.015927252650025547,0.31027568098388125,0.018266775577848376,0.30943685881615746,0.0188225368414228,0.30565105633514705,0.021535309813673718,0.3054533808524002,0.02168662425800573,0.3017499504134101,0.02471342250612113,0.2998344563352559,0.026430695698275653,0.2937730003962216,0.032632098049109035,0.2907149148956211,0.03625448604218005,0.28958016546527043,0.03769160421825148,0.2889068826288489,0.03856921446087494,0.2854665283999827,0.043358317531838365,0.2845884363815433,0.04466622856812374,0.2809297780904865,0.050519265548765145
NP-GJ606,1,0.3360163363442781,0.6904961553855531,0.33571564896023304,0.6919795374262526,0.3128990256610784,0.7970177991626429,0.2973644724588169,0.8570090028041653,0.2937207086295644,0.8694349140204333,0.2904278848049149,0.8800961874727491,0.2879809500592651,0.8876652608303951,0.2804516399006616,0.9090512681383964,0.2776898785058496,0.9161762340302096,0.2568063042880266,0.9581150006794592,0.2546857194540265,0.9612767906735522,0.25361498901444235,0.962803422505392,0.25351463989712936,0.9629441357666928,0.2513969341217962,0.9658207786375116,0.24633784540313056,0.972002620772118,0.2428023041219923,0.9757801944180836,0.2424573653115019,0.97612616723014,0.2326273803044404,0.9844528423575682,0.2324908254730715,0.9845492391892398,0.23104723357781026,0.9855389076188276
NP-GJ618.1,1,0.5067496772323853,2.1247813044793007e-08,0.5033453454275094,2.675571756940041e-08,0.4599597593420154,4.4108912817561037e-07,0.4177202627145658,5.440624995426287e-06,0.4130524508353794,7.097628989548674e-06,0.4112205227509669,7.87344695750192e-06,0.4015773322979253,1.3517812716856105e-05,0.3975303063006361,1.6913577989689014e-05,0.3940558056476544,2.047602478322316e-05,0.3795079751788836,4.5020888073995506e-05,0.3771203205848922,5.113948119169805e-05,0.3755914697038453,5.547203572528949e-05,0.3719078546037661,6.742034065598607e-05,0.3589637263225202,0.00013253124674625258,0.3589421845351424,0.0001326787744297755,0.3573727860739258,0.0001438649558005995,0.3495335363845798,0.0002148685051631907,0.34936282451150497,0.000216741118782655,0.34726787889588584,0.00024104666880734603,0.3468534775591922,0.00024615743917416296
NP-GJ629.3,1,0.6109235868469912,3.947404206234402e-11,0.5986699862723629,1.0705064375797974e-10,0.5889347161596916,2.3138416860368937e-10,0.5721942238219409,8.346389294553559e-10,0.5690960460408043,1.0523775262580502e-09,0.5612352264814601,1.880716585830873e-09,0.5603126417722332,2.0119358853142026e-09,0.5594073500203119,2.149289475515121e-09,0.5568629938414548,2.585722698532908e-09,0.5542869405366929,3.1145158248937454e-09,0.5502928109893729,4.147089558863192e-09,0.5290700132365062,1.8200398568301544e-08,0.5274145148276312,2.0367265763979065e-08,0.527362430641326,2.043933786939827e-08,0.5261040728125378,2.2257580798515133e-08,0.5235038493242055,2.6523922469250117e-08,0.5228857665333974,2.76489363853514e-08,0.520452495483779,3.2543818005691716e-08,0.5185873772186149,3.685361781876526e-08,0.5174979060080903,3.962146295594158e-08
NP-GJ634,1,0.4810662509673988,1.6736880795876695e-09,0.4785332781640589,2.0135093674334255e-09,0.4783752670813001,2.0367995460349214e-09,0.4779722318976064,2.097398422086728e-09,0.4776775625076209,2.1428101663016235e-09,0.4752255111500547,2.5596840289337823e-09,0.4751510066413669,2.5735126453504262e-09,0.4745618972814827,2.685445237123343e-09,0.4739032914330477,2.816192008162329e-09,0.4735923150781938,2.8800596697221877e-09,0.4730198694706465,3.001331489941215e-09,0.47295601769431705,3.015162455889558e-09,0.4724122890281096,3.1354792143429687e-09,0.4723169488774714,3.1570520455924572e-09,0.4712593044534482,3.406266469037139e-09,0.4705393829374261,3.5867421644277275e-09,0.4704986878816084,3.5972170503768838e-09,0.4703388015304934,3.6386606188415648e-09,0.4699252648259992,3.748018082886099e-09,0.4696910414396637,3.8113685509482825e-09
NP-GJ637,1,0.5336671525402904,0.2995751564286678,0.5066706347884323,0.4023338490532596,0.5044067528644497,0.4115844654440974,0.5020778591247106,0.4211855113623544,0.4931310024866397,0.4587823852063088,0.4906949520702299,0.4691893225926912,0.4874035159498517,0.4833460723519155,0.4807945798601455,0.5120405923027321,0.4705616683189777,0.5568912467168025,0.46527348901496,0.5801115243598286,0.4610045568649389,0.5988038317980561,0.4405138132087316,0.6864454418288364,0.4338918684897912,0.7135083513379625,0.4320599038659004,0.7208464077570351,0.4275147842838637,0.7387418759708527,0.4273776815768302,0.7392744790857071,0.4262650499895835,0.7435804683586446,0.4123660733119767,0.7947024691243411,0.4014666033195457,0.8308918171568546,0.3996033671258609,0.8367020405979092
NP-GJ654,1,0.004338905626329145,1.0,0.004289668550496917,1.0,0.004224212735818424,1.0,0.0042123426635390215,1.0,0.004181339581139647,1.0,0.00417073650078691,1.0,0.004167912835195934,1.0,0.004131730942175367,1.0,0.004124027663463,1.0,0.0041178807206872815,1.0,0.004044497802960709,1.0,0.004043685360875768,1.0,0.004031940544534098,1.0,0.004012122394838915,1.0,0.003994090136181769,1.0,0.003989148293131348,1.0,0.003970064894583705,1.0,0.003962267611629505,1.0,0.0039475905910168856,1.0,0.00392723715749499,1.0
NP-GJ660.1,1,0.3091339487338326,0.0866345282746516,0.2943902585956551,0.13128156754262701,0.2888953923478005,0.15241683196393396,0.24360826738427585,0.4461356961764249,0.24097948142066564,0.469673500192715,0.2366193207597305,0.5097960828080269,0.2366171000495493,0.509816816560864,0.2281517343230404,0.5903349561390631,0.22343358355194815,0.6357426132412581,0.22202718291209614,0.6492242761162507,0.2111109654895027,0.7504607258405231,0.2088432316404389,0.7702354780060833,0.208093060257677,0.7766465345557826,0.207167840763824,0.7844577502479185,0.20350093827326676,0.8142841147099136,0.2032816784539931,0.8160063498812288,0.2020446146865148,0.8255854140875241,0.19569402883809056,0.8707824076674173,0.19014044917663167,0.904328983966262,0.1882364593480813,0.9144729505285965
NP-GJ672.1,1,0.4630229211982468,0.4849291740949673,0.458870840156406,0.5059864725321684,0.4411717578527973,0.5971585668617565,0.4338798410918643,0.6346129177233619,0.3931227600805285,0.822958123230462,0.3893192450393523,0.8374947953247062,0.3877703674309049,0.8432240157638127,0.3846832818740082,0.8543058223243575,0.3815466273460271,0.865096818704845,0.3768683199850424,0.8802954455865343,0.3655102009629969,0.9126510682747546,0.3651775849351575,0.9135013994217168,0.3242785085644082,0.9802399108400536,0.32235246513819515,0.9818371323703634,0.32036791409655513,0.9833733108761732,0.3191626217668853,0.9842541708215754,0.3180098830481345,0.9850610629658116,0.2926945255586761,0.9959152785717896,0.2907497192201458,0.9963458757605754,0.28229857617704807,0.997794237481122
NP-GJ70,1,0.9972961255722776,1.0721713329531367e-11,0.99540161646516,1.5241846922191425e-10,0.9952861406229851,1.725339397419916e-10,0.9928482527156912,1.3855222198315988e-09,0.9924737210348942,1.7880729815024295e-09,0.9922688859807016,2.044825179336949e-09,0.9921542468515692,2.2008869857072733e-09,0.9912253835304399,3.849390960730403e-09,0.9907151433047106,5.10541945063908e-09,0.9901878619899812,6.727814899697748e-09,0.989588925548968,9.045234627702872e-09,0.9895867425773358,9.054712868059675e-09,0.9888666945716836,1.264517419186243e-08,0.9859776984186386,4.002599919997011e-08,0.9835027378524978,9.011958705178538e-08,0.983174331367945,9.943895897699894e-08,0.9827304887859556,1.132419323254824e-07,0.9805912671580352,2.0284633678801332e-07,0.9805293294155252,2.0609783210082103e-07,0.9768310098172271,4.90862899213016e-07
NP-GJ723,1,0.3043178351030544,0.008727510718644142,0.2565554720352559,0.05202497353332946,0.2467637758868499,0.07326375226567343,0.2464573145041868,0.0740415364649286,0.2449165134401044,0.07806729152543067,0.2407977143051241,0.08982348283781685,0.23795386346851435,0.09884877157121504,0.2327200111751317,0.11759948780253407,0.2274559961010973,0.13955402211826828,0.2221521367272745,0.16517582083843715,0.22059160161490507,0.1734354026641848,0.21967892849592136,0.17842462819926108,0.21732151551361886,0.19186694735530105,0.2137572073812907,0.21376019082419,0.20627273342551694,0.2661907550137069,0.20469441709837052,0.27840080961264874,0.20299879792410885,0.2919723532220129,0.2005168709472431,0.31268516880374586,0.200172640064412,0.3156372013043512,0.19861726697371,0.3292147794329702
NP-GJ724,1,0.3596841036531043,0.5747455152791051,0.3408843124278059,0.6869445623341432,0.32563545531092136,0.7716594114009635,0.31032306058609305,0.8454044935759045,0.31005895452068544,0.8465515915496237,0.29381620833248434,0.9079189370654306,0.29346556649121125,0.9090388467832944,0.2886435083194447,0.9235556526939231,0.2824556151552569,0.939805048689406,0.28195722369992626,0.9410001313856448,0.2769541297458717,0.9520901933842556,0.2759068214983291,0.9542079986729524,0.27577690936098154,0.9544659077343338,0.2699311714193777,0.9650131552642564,0.2688865058580343,0.9666879728714868,0.26362853521240465,0.9742192925992152,0.2614597810102828,0.976913957653296,0.25519489231298464,0.9834842335253936,0.2550905154237125,0.9835795223323468,0.25336415759923203,0.9850931332757216
NP-GJ734B,1,0.5652951513440461,0.5397836803135775,0.559297425934022,0.557692016082914,0.5489763220864391,0.5882008901454813,0.5455170628406927,0.5983139232808253,0.5443036075170576,0.6018458299764256,0.5441681995832465,0.6022394262519927,0.5367993697296796,0.6234877559062061,0.5353910092630817,0.6275078752161202,0.5305181407166992,0.6413058402063281,0.5236873617876865,0.6603322999089879,0.5194260848856233,0.6719982853521206,0.5173869811103812,0.6775218060190351,0.512197513302971,0.6913983610231861,0.5083513775554699,0.7015080498929261,0.5083263027399328,0.7015734551367377,0.4936594396993626,0.7386419841260858,0.491729373475307,0.7433349390083193,0.4835161127470259,0.7627955490717263,0.4728375753391124,0.7868151802191855,0.4710444765390153,0.7907018832955441
NP-GJ739,1,0.7240976042072026,0.0005184423395947581,0.7136086957937948,0.0007201690939894543,0.6909399677674053,0.001406874801920576,0.6510777635428466,0.0040678221121339606,0.5808912580080219,0.019873848078950068,0.4513581244294382,0.18170340588277972,0.32656819307582896,0.6619278108305655,0.28257481515075217,0.8326562190067295,0.2713296815020472,0.8668853690417467,0.24946472276715495,0.920126721610102,0.2424719560127499,0.9334731028373968,0.2331340858884587,0.9486837044416117,0.2086414714407712,0.9761913397521002,0.18261056810308432,0.990859163802876,0.17981993637467875,0.9918204166181068,0.1755323665487302,0.9931252869341792,0.17445783851973362,0.9934220742159408,0.1744307671417802,0.993429402925055,0.16180462519616712,0.9961524424423226,0.15910050269209822,0.996582003097111
NP-GJ740,1,0.3275720692838805,0.004527252001127511,0.3134878645902281,0.007982509967595586,0.3090213874777261,0.00952714775961437,0.2877050290945313,0.021720870225264952,0.26976660711752465,0.04228717669625491,0.2681103395558086,0.04490835356837145,0.26354158846190673,0.052943574668650094,0.2622533992214776,0.05543915032041615,0.2573338913882651,0.06600309619860563,0.2539057894275589,0.07442539426286973,0.2525093219933611,0.07812927226336946,0.2494017649196003,0.08698006476227672,0.24872446667309045,0.08902569623428247,0.2465281667018453,0.0959611099614478,0.24632434857546134,0.09662873402507842,0.2453938818522584,0.09972980059114332,0.232240609233621,0.15402512450687733,0.2278760124119407,0.17695553692610186,0.2264201584772228,0.18521498308140197,0.2261142328079367,0.18699069137839308
NP-GJ7,1,0.7617184995930592,0.09222787090009447,0.753546003700147,0.10432740556334176,0.7519900995181935,0.10674247070049904,0.7515915839332242,0.1073668293697273,0.7510290274689425,0.1082522157370999,0.7464694634846386,0.11560275959029875,0.7423402708042832,0.12252887971124482,0.7416534073547062,0.1237059468950563,0.7391244727781892,0.12810126914751152,0.7302145652708242,0.14436026253389306,0.727950853736268,0.14868341960591636,0.7254518976791929,0.1535462908682972,0.7231303523062445,0.15814887624433718,0.7223054011165275,0.15980406115701787,0.7214309649500892,0.16156978302992986,0.7201825851881744,0.16411063917689478,0.714769453198162,0.17539989913279624,0.7134133857954865,0.1782969099646702,0.7118185336888071,0.18173917454835908,0.7093155789552391,0.18721769674940836
NP-GJ800A,1,0.7650788198548144,4.035843444782745e-17,0.7187089359174247,9.517683051457041e-15,0.7174141858612545,1.0938826813728736e-14,0.7112436499337074,2.104878488104621e-14,0.707800900883404,3.014186980836094e-14,0.7073873545027088,3.146134762229034e-14,0.7049436236799739,4.0475438717771054e-14,0.7045898033857504,4.19717852862452e-14,0.7042219393577009,4.358418097347881e-14,0.7028452259525062,5.016678850793142e-14,0.6988798367430429,7.49521002793526e-14,0.6975849472859811,8.535346120025576e-14,0.6950705630816604,1.0967706849372674e-13,0.6910852571148184,1.6250591187113157e-13,0.6818922199116623,3.948276382561303e-13,0.6810472851253186,4.2783419968222487e-13,0.6782520896435335,5.571380286863046e-13,0.6777870780270712,5.820288109274234e-13,0.6762919407094407,6.695583559489719e-13,0.6759500000129521,6.912953139736595e-13
NP-GJ808,1,0.4755983685657644,0.9543697301458196,0.4672422692993562,0.9626103144136182,0.4646135600125914,0.9649422755036906,0.4440181234390728,0.9794434517677126,0.4336139545548793,0.9846128548398374,0.4086989436112638,0.9927231284595659,0.3919135391396158,0.9957951861864082,0.38989446012403,0.9960729645037822,0.3892429926209167,0.9961590304331636,0.3872187400104593,0.9964158075374612,0.3701772519402541,0.9980377712695402,0.3626695990073187,0.998511858065918,0.3626583815125575,0.9985124803027792,0.36131837264114497,0.9985851205136764,0.3605435000165768,0.9986256278858368,0.3592306127033668,0.998691841365708,0.3541244283987921,0.9989224677604626,0.3404690873085572,0.9993678188963174,0.3393293289406064,0.9993959050684568,0.3347294716321112,0.9994978489367607
NP-GJ816,1,0.2130662726598636,0.9963329764935904,0.2106728689094148,0.9967880309559586,0.2092960266764296,0.9970267904250288,0.20502401605752146,0.997671529686484,0.2009024684738013,0.9981732565278464,0.19676918746298008,0.998577534867003,0.19585535632468568,0.9986553002112312,0.19095210664539844,0.9990110809963232,0.1884463518203709,0.9991579063641114,0.18761727709722506,0.9992019518547992,0.1876159662318388,0.9992020198099716,0.1854940534799928,0.999305385016534,0.18388870538933724,0.999375324316356,0.1801476061447521,0.9995140864342521,0.1798598608778853,0.9995234914728977,0.1746301536912048,0.9996677974263312,0.17305429477463882,0.9997026183032276,0.17281771369812854,0.9997075443846384,0.1719295781879284,0.9997253709372812,0.1703111274584726,0.999755292405544
NP-GJ821,1,0.29648025163258057,0.9953656281310248,0.284035834341157,0.9972575073073572,0.283960419531168,0.997266485163735,0.2771206560315063,0.9979797539424062,0.27665896058436906,0.9980212714030332,0.27413863845049197,0.9982347099178904,0.2737444281625577,0.9982661542861959,0.2677030514133763,0.9986889277163428,0.26625967811192736,0.9987749913394169,0.265127651105298,0.9988388680245388,0.2636006836034818,0.9989202372476352,0.2608691964306785,0.9990529632799798,0.2608600401732579,0.9990533819896288,0.2563836132346415,0.9992389822263296,0.24704603100232306,0.9995234765478249,0.2466961136358089,0.9995319193604733,0.2464768917595802,0.9995371379651876,0.2445997087845423,0.9995796678748001,0.2381615178603555,0.9996995198121558,0.237385211534949,0.999711589734216
NP-GJ842,1,0.6739387204444989,0.8733702040530474,0.6722461528820028,0.877087253106392,0.6573912498835734,0.9063923568102497,0.6434528203293306,0.9287869212861464,0.6417529168281215,0.9312044406502944,0.6408853618769608,0.9324131760459701,0.6396310388850021,0.9341311927475542,0.6385252957572437,0.9356169850543634,0.6367604281120656,0.9379334310872652,0.6363346440087629,0.9384822669704588,0.6352503800544167,0.939862487481644,0.6283115491373781,0.9481208209476758,0.6231471931917054,0.9536523607485412,0.6216403347820669,0.9551725076888776,0.6202366035462411,0.9565516949318154,0.6165325843326377,0.9600245966098718,0.6146906530280205,0.9616643927166844,0.613048031087991,0.9630793991795216,0.6122412005827425,0.963758388510337,0.6077166074804905,0.9673763859457744
NP-GJ855,1,0.5689533295591115,0.004836193167614959,0.50351819828302,0.02824187674818112,0.455331754451736,0.08685014506397112,0.4527115126811002,0.09192393331509066,0.4524428343305488,0.09245824814654194,0.4487894262585461,0.09999090463927528,0.4314769224963533,0.14309862008585614,0.4289775550991232,0.15042875329671435,0.4030364797725723,0.2454140084204027,0.4021310243508694,0.2493893491367745,0.3989548523789147,0.2636978729341807,0.392269437466656,0.2956636986542413,0.3893263336554872,0.3105239703569648,0.3798749803662463,0.3614008005111644,0.3776741559495409,0.3739102456269824,0.35676090248584785,0.5031759984861511,0.3562604340165271,0.5064519145371945,0.3523677722285503,0.5321204904334363,0.34645865071031273,0.5715509095255543,0.3455609395900432,0.5775701854122586
NP-GJ85,1,0.828772301922598,9.21332866938142e-05,0.8207166610348247,0.00012945840319357742,0.8192136391082112,0.0001377024519406765,0.8166940398478161,0.00015253940822774437,0.8076709104316624,0.00021755913493573268,0.8030886172752574,0.00025887000702704737,0.7946122689882408,0.00035329380618824585,0.7923770689429526,0.0003826491506878516,0.7882311917341687,0.00044268820635868985,0.7870820138215053,0.000460700365958216,0.7850891965863922,0.000493433743075742,0.7845404616470486,0.0005027910927484913,0.7764157880835227,0.0006603203025110973,0.7735867352932886,0.0007243309083354387,0.7465828459048709,0.001657078622540651,0.7440299267614353,0.001783408251547019,0.7402651233399435,0.0019847592226192377,0.7306126601711406,0.0025923352388405475,0.7265133580614075,0.002894968754196189,0.7255663356260307,0.002969034118796833
