STARID,LABEL,1th Peak,1th Peak F.A.P,2th Peak,2th Peak F.A.P,3th Peak,3th Peak F.A.P,4th Peak,4th Peak F.A.P,5th Peak,5th Peak F.A.P,6th Peak,6th Peak F.A.P,7th Peak,7th Peak F.A.P,8th Peak,8th Peak F.A.P,9th Peak,9th Peak F.A.P,10th Peak,10th Peak F.A.P,11th Peak,11th Peak F.A.P,12th Peak,12th Peak F.A.P,13th Peak,13th Peak F.A.P,14th Peak,14th Peak F.A.P,15th Peak,15th Peak F.A.P,16th Peak,16th Peak F.A.P,17th Peak,17th Peak F.A.P,18th Peak,18th Peak F.A.P,19th Peak,19th Peak F.A.P,20th Peak,20th Peak F.A.P,21th Peak,21th Peak F.A.P,22th Peak,22th Peak F.A.P,23th Peak,23th Peak F.A.P,24th Peak,24th Peak F.A.P,25th Peak,25th Peak F.A.P,26th Peak,26th Peak F.A.P,27th Peak,27th Peak F.A.P,28th Peak,28th Peak F.A.P,29th Peak,29th Peak F.A.P,30th Peak,30th Peak F.A.P
NP-GJ3700,1,0.7390421578357349,0.2498311789989245,0.7260442895623094,0.2867650903350396,0.7018109702423928,0.3607578934756011,0.6913833508454266,0.394160475367028,0.6580252137944708,0.5040374591354734,0.6414910680766247,0.5584334541367242,0.6301094214576127,0.5951627637286174,0.5941717992450899,0.7038432358274183,0.5935087415897831,0.7057120687495103,0.5863683422632557,0.7254676496154742,0.5651602676791592,0.779856296439168,0.554682775825881,0.8041874770506475,0.5392872753367975,0.8367468736861825,0.5360414206045486,0.8431213039409735,0.5191671148040377,0.873524904949141,0.4836850980510594,0.923178557005874,0.4673920680527525,0.9401293591618766,0.4477885842575808,0.956367802098235,0.437895178222645,0.9630517874242234,0.4329898516728228,0.96602992263408,0.4326993262329652,0.9661996825166874,0.4174240352247548,0.9741569857767216,0.40554626387272297,0.9791626813471604,0.4018430782901031,0.9805372933933147,0.4001976467225996,0.9811217474471732,0.3687480706388982,0.9896494728385492,0.34813774253694635,0.993131723968988,0.3433208825552926,0.9937689018250028,0.3210377467085315,0.996051100998059,0.3184588180114246,0.996255947553738
NP-GJ3759,1,0.5644398507964131,0.8051842998440475,0.5578963762664375,0.8220939370658987,0.528704527145972,0.8861274937614153,0.5133284031326215,0.9124478149883476,0.4963848176482182,0.9359474424763794,0.4629939829905303,0.9677929312092152,0.4603514810463165,0.9696229321999518,0.4578484188136093,0.9712762795871304,0.44171378201176204,0.9802316044627052,0.4362284395214579,0.9826776810071396,0.4331380024620172,0.9839380452716896,0.4329876836674519,0.9839972842448464,0.4230593218965635,0.9875153167407248,0.4225881327616826,0.9876640776313984,0.399347325660185,0.9933231524777826,0.3973934656440377,0.9936715612794368,0.3917510529388881,0.994588072248738,0.3874258854019523,0.995207707683019,0.3844073961387153,0.995601336980364,0.3704417699640146,0.9970672817245808,0.3678051270767835,0.9972876539562032,0.3668900713428128,0.9973605006597508,0.3657855153897917,0.9974460308535616,0.3630106687873765,0.9976497461440196,0.3594648183408785,0.9978882094694588,0.3576835971599833,0.9979993473829946,0.35214386672006137,0.9983112276739522,0.3483258022019086,0.9984991157642112,0.34593649724662784,0.9986065509456278,0.3452789621461501,0.9986348272993746
NP-GJ3778,1,0.9760711603274738,1.6054853882932998e-11,0.9758835151248878,1.7088555315177613e-11,0.9705787282940934,8.362762657035602e-11,0.9309133025005836,7.575917447770303e-08,0.6948346168741926,0.009464629056822844,0.6574003549612971,0.02308143960985566,0.6438488342099631,0.03103242373094822,0.6187958278823392,0.051858128798525104,0.6145470662670395,0.056341829518732775,0.5831568449576657,0.10032010870609616,0.5583073839069297,0.15162630490303944,0.5478321589594038,0.1784013898799988,0.5162648681037743,0.2792256856933775,0.4923547333354605,0.3753233029117469,0.4916585583643661,0.3783487620828314,0.4905948191998255,0.38299392610946464,0.4884160959943036,0.3925904884978215,0.4686254571320743,0.4840727320651451,0.466241404814449,0.4955041678821451,0.4285616633644093,0.6778473807125334,0.40821265528678297,0.7684870800651822,0.4064628072033579,0.7757336287774014,0.3967752212751049,0.8139102613377868,0.3955014054529466,0.8186697495423008,0.3938518663283316,0.8247383962269362,0.3868286110674182,0.8493414197089102,0.3782095470542749,0.8766810628274636,0.3703135824329445,0.8988707997873653,0.3680126785710031,0.904818287982788,0.3662611078271323,0.9091893814842956
NP-GJ377,1,0.5747041317367264,0.7014398397188969,0.5564409509254289,0.7625567341210366,0.5542871603375336,0.7693251948750544,0.5290267391766479,0.840801185406749,0.5163204695983268,0.8708986251967316,0.5151793679491002,0.8734046523264982,0.5112838326866577,0.8817158756162421,0.5102597349271595,0.8838383465097411,0.4836086359565308,0.9302099427567594,0.4808863556159504,0.9340296743117336,0.4791860995556368,0.9363345184112518,0.47469048750628,0.9421360631353142,0.4730351062447057,0.9441676237358676,0.456102711766146,0.9619337563402004,0.4554084388877023,0.9625525731327044,0.455090613012266,0.9628331643447936,0.453314924416922,0.9643700573651164,0.4372544354517972,0.9760745006848518,0.4280073381708832,0.9812302993884472,0.4150548240411093,0.9868595250050788,0.3968659441115315,0.9922918592082742,0.3926073300725376,0.9932341889602729,0.3752928968079427,0.9961019783250694,0.3637425911382632,0.9973515963510544,0.3598102238216737,0.9976858761177636,0.3587651212052605,0.9977680158848324,0.33488063590383393,0.9990527890844408,0.3235421440597882,0.9993818541449478,0.31915378921752274,0.9994776535930672,0.31633309017759226,0.999531664529518
NP-GJ3804,1,0.489715875404323,0.7446194670298868,0.4895223110139965,0.7454762721607342,0.4892215732446529,0.7468051871241339,0.4884302518255295,0.7502884817276332,0.4881503806843012,0.7515157295006563,0.4865520392347327,0.7584764600685867,0.4860523760914932,0.760635411330223,0.4844347822475947,0.7675675636774093,0.4817752650889298,0.7787691502150872,0.4816605371174871,0.7792467499044161,0.4785228990165594,0.7921221327523116,0.4746006287041634,0.8076933310865697,0.4738028785214672,0.8107865087696307,0.4734650578411181,0.8120886837466891,0.4734380571117671,0.8121925634893842,0.4728798985693852,0.8143333691882281,0.4727964321794621,0.8146524188288838,0.4716818073959043,0.8188858569792989,0.4715543233025616,0.8193668107040869,0.4699031278549648,0.8255354757637814,0.4698562814954501,0.8257088331783422,0.4697627667944888,0.8260546145835991,0.469249961547762,0.8279442517069757,0.4692211855921039,0.8280499608609027,0.4684406837251748,0.8309038286724421,0.4683906896383032,0.8310857515636104,0.4674285105612289,0.8345663090594818,0.46737007601810204,0.8347764166559128,0.4667539750819204,0.8369827708909907,0.4667094447149676,0.8371416097576663
NP-GJ3813,1,0.873762191466632,3.351356990989402e-06,0.8733973859422616,3.433872465349438e-06,0.8722867817380664,3.6961969297259492e-06,0.8677749049351815,4.952374304226965e-06,0.8235487475059966,5.6077290430624536e-05,0.8130575162133844,9.104356712187564e-05,0.8036417863499798,0.00013745163076641417,0.6456827225922712,0.01845947501376496,0.6315939052444514,0.025346157570848963,0.6063498065139512,0.0432347776811725,0.564282906720756,0.09616438125774167,0.5551549254173014,0.11274750475219684,0.5525049360564133,0.11796474559619362,0.5286950688716618,0.17372757142314474,0.5157590939782939,0.2112437036030609,0.4377814395219424,0.5409658324472306,0.4376513261461385,0.5416165499978822,0.4133481241869076,0.6626352491054256,0.4066677164505941,0.6948008006085564,0.37633851097768295,0.8253625536331102,0.3697804646545253,0.849056412236058,0.364503546034318,0.8667323264880055,0.3507467047307883,0.9067411433928729,0.34415393279563633,0.922776548118207,0.3195137626340417,0.965888037695,0.3186059675728467,0.9670189178760036,0.29278081502531056,0.9887785594227948,0.28831901650171604,0.9909122813017976,0.2868933064345112,0.9915182283176728,0.2866946654372269,0.9915999094263184
NP-GJ3822,1,0.445500084742113,1.9663640459617274e-06,0.4345370858840993,3.6694971516661246e-06,0.4182477608052066,9.061263640890759e-06,0.4096924937874047,1.4413596340683087e-05,0.38431682295944697,5.482667822718253e-05,0.35142229316483914,0.00028459724519698136,0.3462231335454038,0.0003661694531453568,0.29936810777492423,0.0032251916086985513,0.2878286342878782,0.0053722566028351106,0.28268672190204824,0.006722078797737412,0.2810191554976592,0.007225835097945213,0.2724720283169823,0.01043052984215465,0.2694137961227237,0.011878304350261637,0.264189470945406,0.014806318231683019,0.26202142953038243,0.01621368156538864,0.23730293448332,0.044380290738949016,0.2298478015069037,0.05945108095964701,0.2264620405371089,0.06775779567967176,0.22617373714144476,0.06851245879412059,0.2261650989780443,0.06853518904514333,0.2247490317365317,0.07235662561284882,0.2062181148288197,0.1436322291954627,0.19597998855772367,0.20489081355496014,0.19555146299348566,0.2078675620754164,0.19399237800807767,0.2189954139818206,0.18319673162006495,0.30939216537199743,0.1817751902411902,0.3230713377347693,0.17698624828229115,0.3721468167800496,0.17624503383321266,0.380143455629182,0.17211923799858705,0.4264948194245105
NP-GJ3835,1,0.5669956418094392,0.7625802489336845,0.560183955537484,0.7791086337836326,0.5587733076614886,0.7824442614985008,0.5353690855773815,0.8332855069544234,0.5339328426053781,0.8361252103951875,0.5309387044485222,0.8419404085299234,0.5294412009281415,0.8447957867377546,0.5046402816156947,0.8870061307730965,0.4918371695522142,0.9051688217990465,0.4744767646414834,0.9261322545072528,0.4697776563165826,0.9311266318212768,0.4688653869744958,0.9320642623510048,0.4653953412716138,0.935537826959938,0.43979921821028056,0.956947078137984,0.4325302059755002,0.9618072283986056,0.4271111947299087,0.9651198305577324,0.4266776111596733,0.9653739188462868,0.4153784638341988,0.9714568585306907,0.4142875491846601,0.9719917850365678,0.4116527327382775,0.973247848229884,0.4111611789344801,0.9734766504210269,0.40377371038556004,0.9767143358991413,0.3993114958290915,0.9784963225040909,0.39425630764513536,0.9803678676092892,0.3916871367048783,0.9812621131278196,0.39013871430068187,0.9817832717765932,0.38807664205416936,0.9824570908402024,0.3764658641329899,0.9858483682769191,0.3739081908486135,0.9865101297419172,0.3644818601172045,0.988711590521952
NP-GJ386,1,0.5020443152932573,3.035326018679097e-07,0.50086591566945,3.243073729556777e-07,0.4875305976738496,6.784320943080029e-07,0.4799802134144167,1.0213723516615989e-06,0.4700008563012466,1.7375911668333396e-06,0.454972301964415,3.7936282873351373e-06,0.4403709814447292,7.930046474820664e-06,0.4355341001411683,1.0079099814219247e-05,0.4135793548927824,2.914735072863676e-05,0.3924586319305006,7.785402234042331e-05,0.371932426745968,0.00019543011861008783,0.371424805050556,0.00019984672318028868,0.3496586022516747,0.0005116980138868295,0.3367592164983704,0.0008789525331856715,0.32493346910904103,0.0014286342371682,0.2986678901129289,0.004061714764855692,0.2728268841815233,0.010855834946554477,0.2623320661120028,0.015976583039255463,0.26112117222406184,0.016696836687318247,0.2582535225605569,0.01852710109909882,0.2548718372254701,0.02092917218660591,0.2494770260881853,0.02537876048148305,0.2490358545042417,0.025779560790587824,0.24494319361852976,0.02979222149345428,0.23608392735665434,0.04056734614716099,0.2333179355001657,0.04461433400341138,0.22719212259033786,0.054945719538692296,0.22167633002728065,0.06609146219573027,0.21763666901183573,0.07552688693571864,0.21039588465998185,0.09554242247362547
NP-GJ3871,1,0.5273727506243734,0.0009732342472036944,0.5103546389515391,0.001715797742773926,0.4606428144856392,0.0080148422717679,0.4276281792605677,0.02045711026631189,0.4214699203548749,0.02418669237665989,0.4193762891258902,0.02559035996118699,0.406790558616352,0.035720239988589905,0.4043243627323916,0.0380891346864158,0.4020941618349493,0.04035322900673193,0.3956119130378949,0.04764307299225652,0.39525047473309055,0.048082522638309415,0.38929136531569936,0.0558736264029788,0.3832131055730405,0.06496803621439823,0.3813050276689644,0.06808328166206988,0.3772110038091955,0.0752185768699861,0.373164346930264,0.08291243918011279,0.3728742495203803,0.08348967200332642,0.3720274628948435,0.08519481484661669,0.3720228632895544,0.08520415964856408,0.3686329236004283,0.09234015371665164,0.3653775275804237,0.09967753877320287,0.3638895691706912,0.10319616490447264,0.3632844937161657,0.10465740295163499,0.35372962745925224,0.13019755115617387,0.35281167109703365,0.13290814477951834,0.34922223743337194,0.1439664805514497,0.3460839005094669,0.1542529962097861,0.3457675832748481,0.1553226373223338,0.3456824484421013,0.15561156538682308,0.3423779005475101,0.16717200653869824
NP-GJ3874,1,0.01760077896705554,0.9999999999999896,0.016982531182009455,0.9999999999999856,0.015109727192806968,0.9999999999999576,0.015008178140592694,0.9999999999999548,0.0147729728515804,0.9999999999999478,0.01458996217827089,0.9999999999999414,0.014490004317207244,0.9999999999999376,0.014066568387374516,0.9999999999999176,0.013919338167752673,0.9999999999999092,0.01381112463544542,0.9999999999999024,0.013435907439079185,0.9999999999998738,0.013124209673854869,0.9999999999998431,0.013089295348402771,0.9999999999998392,0.012846374501330136,0.9999999999998084,0.012751019070037593,0.9999999999997948,0.01258601762243039,0.9999999999997684,0.0124781363777836,0.9999999999997492,0.012096417661096398,0.9999999999996656,0.01179507996961227,0.999999999999578,0.01175525986080395,0.9999999999995646,0.0117161024678282,0.9999999999995509,0.011628236985943586,0.9999999999995188,0.011522734782850222,0.9999999999994766,0.011364672353087744,0.9999999999994058,0.01118775010760802,0.999999999999314,0.011170709540618058,0.9999999999993042,0.011041206020102372,0.9999999999992258,0.010997457795773343,0.9999999999991972,0.010794365546225414,0.9999999999990484,0.010376756720186632,0.999999999998638
NP-GJ390,1,0.08175124204188143,0.9992652667653622,0.07790449740263143,0.9996661218111842,0.07632790236159606,0.9997632003936606,0.07574802084580938,0.9997919449780179,0.07445801270255865,0.9998449182832012,0.07425301725043115,0.9998521064068148,0.06787142184633269,0.999969686674378,0.06659793781192,0.99997846148233,0.05962312768285163,0.9999971579929922,0.05891542999626581,0.9999977192471856,0.058882035360033724,0.9999977429499682,0.0565480802878279,0.9999989280737605,0.0549925277429268,0.9999993575168348,0.05441704977059495,0.9999994699993086,0.0535372571109587,0.9999996063467912,0.05274185372444594,0.9999997001315796,0.05194065327577204,0.9999997727201956,0.050753607501753666,0.9999998500858088,0.04992626371865156,0.9999998882471912,0.049800136917089614,0.999999893169762,0.04749296317790884,0.9999999536832924,0.04700346783465527,0.9999999613137389,0.046847944816236865,0.9999999634711516,0.046361056887006966,0.9999999694949486,0.04561742182214306,0.999999976871773,0.04424755285188437,0.9999999861762146,0.041849605661637215,0.9999999944538168,0.04129294854635196,0.9999999955214391,0.040030496200728787,0.9999999972472728,0.03994434802232631,0.9999999973373928
NP-GJ3915,1,0.9989675849732697,1.552361133905163e-22,0.997378638188665,2.679768633872612e-19,0.9856432918205748,2.1577485460669517e-13,0.915000740735924,3.143382172142055e-07,0.7610958482631397,0.0011182803761852177,0.7345148639819108,0.002553867185462629,0.7091104039453832,0.005207410122898828,0.6914173655771118,0.008236050892106998,0.6888551310273133,0.008780866679615336,0.6321208397200005,0.031773208236545225,0.6275939823504333,0.034860181619718995,0.6096578290576584,0.049685939788959965,0.5819486094670675,0.08260545589898792,0.5758852908047201,0.0917607654539506,0.5551822435261041,0.12925694361273812,0.5523491463409427,0.13519744838298967,0.530652123017625,0.18777415378120574,0.5270157489174337,0.1978630935933543,0.518498567056509,0.2229758508977692,0.5087054799690985,0.25443368185935905,0.4992398265742943,0.2874426390105305,0.4976778368502716,0.2931308017252484,0.4856699148632773,0.3390481609255484,0.4813129188886853,0.3566227680918593,0.4783980974724549,0.3686344084355261,0.4736541125887907,0.3885969517700587,0.463868530859559,0.4312402390190693,0.4637755775501385,0.4316538635691917,0.4601184680865116,0.4480411383695302,0.4592953325130401,0.4517588046682139
NP-GJ3918,1,0.35663254591811083,0.5543540590926387,0.3364831857017256,0.6903788236664955,0.3311825526941391,0.7247142570725641,0.3246656082803052,0.7651609292411022,0.317226326402334,0.8082320477738155,0.3119136403892233,0.836553332651937,0.3056273756297662,0.8670848722994741,0.2911092428460293,0.9240582604750616,0.29075135024606463,0.9252175466149524,0.29037756021954075,0.9264158185165334,0.2892051781039375,0.9300915306883938,0.2805333514121554,0.9534886434436818,0.27699737076229514,0.9612028832007418,0.26912346000055204,0.9749654373372788,0.2686022840757602,0.9757234164132984,0.2627554106434079,0.9830734708449544,0.2582492001280892,0.9874411564100972,0.25641314755807104,0.9889386196483764,0.255754993203285,0.9894389529389822,0.25340761355886265,0.9910764630420292,0.2507339374217544,0.9926829606357256,0.24974620698632544,0.9932126127202178,0.24627322188508974,0.994829869046592,0.2450472682216741,0.9953176467510289,0.24346133557845484,0.99589086019658,0.22603372372708636,0.9991913017725008,0.2253898582725947,0.9992438563040504,0.22509448829372655,0.9992669411635776,0.22366025568034234,0.9993704235126696,0.2228418812630486,0.9994234875113844
NP-GJ3962,1,0.9817428009861896,3.079964871872312e-19,0.9815251491858156,3.550264291910945e-19,0.9739528735367726,2.1816041528674618e-17,0.9330950894801644,1.7621696290641408e-12,0.7810067462922697,2.441099758246811e-06,0.5662682528444394,0.007555624028825058,0.5630272771566921,0.00823538328328516,0.5501977880351391,0.011503089151365376,0.5240116425637311,0.02202413425789336,0.5240092622450814,0.022025392253580932,0.5237516379771436,0.0221619269715116,0.5138888085004749,0.02799290646364928,0.5056710869525071,0.033856034411597374,0.5016926142206437,0.0370674803940499,0.4971204694520202,0.04108842852452503,0.4957390439894468,0.042376720764517525,0.4849443099246586,0.053728746263787285,0.4777402069323956,0.06270821300809305,0.4631725544913723,0.08489858426312788,0.4508010338706817,0.10869019168546833,0.4435593609830478,0.12503692989816556,0.44095918440531867,0.1313788704059477,0.4341187949580573,0.1493219057948742,0.4320178125558333,0.15521208742295514,0.4320093109689484,0.15523629299657454,0.4254861258384268,0.1747102200140537,0.41788683800856136,0.1997404328540001,0.4157959133394378,0.20708399919832512,0.41557530774791546,0.20787046478392385,0.41231849857041786,0.21974223437743975
NP-GJ3969,1,0.4064892796235026,0.07483291647171918,0.3827179752451661,0.12954775765096002,0.3662730206468781,0.18456814663225266,0.3643573954512809,0.19204807552649075,0.3537671848586749,0.2377559972695432,0.352776909708786,0.2424166812369152,0.3355773730290615,0.33411553981496545,0.331779422828369,0.3570527023834088,0.3304129489380818,0.3655313733660745,0.32666497182256576,0.3893779900921652,0.325756859847928,0.3952822802865341,0.32390520435993625,0.4074680754866756,0.3187667902915402,0.4422570704193471,0.3186782637780524,0.442868208003702,0.3129902008431434,0.48287666218617,0.31262557050154466,0.4854871488196898,0.3042695296333819,0.5464679376925325,0.30390211185225496,0.5491892454008285,0.3012626009277743,0.5688013428422011,0.2960691893952565,0.6075608303886769,0.2950481718503989,0.6151816050872272,0.2930233535501043,0.6302708037086293,0.28539405430473963,0.6864437527155774,0.28536786471728764,0.6866337275949781,0.2827529530766552,0.7054666447747392,0.2818674726563256,0.7117776063244694,0.2781888451489592,0.7375738746794658,0.2770444161373159,0.7454443707887932,0.2763595412882509,0.7501158097163801,0.27373806505202714,0.7677106060583742
NP-GJ399,1,0.28395403723201024,0.9999869051359052,0.2839106331267342,0.9999869129160976,0.283867923353464,0.9999869205653048,0.28374752446174145,0.9999869420936308,0.2836581000099965,0.9999869580502776,0.28364276906877195,0.9999869607830509,0.2834745732529011,0.9999869907098944,0.2832696857017664,0.9999870270308248,0.2831015169674452,0.9999870567325922,0.2827409116177512,0.9999871200898118,0.2826378447625835,0.999987138115353,0.2820927098653335,0.9999872328454816,0.2820505402308571,0.9999872401309357,0.2815318210944103,0.9999873292517912,0.2815248785009076,0.999987330438398,0.2815222352883725,0.9999873308901248,0.2815012014772227,0.9999873344839756,0.281496328660757,0.9999873353163344,0.2814748690045484,0.9999873389810496,0.2814605877932354,0.9999873414190222,0.2814543083530209,0.9999873424907793,0.2814028416029178,0.9999873512699576,0.28132777641993223,0.9999873640585184,0.281235218585274,0.9999873798010892,0.28119562859009617,0.9999873865258944,0.28112501130941964,0.9999873985079534,0.2809970194293404,0.9999874201824522,0.2809201770550557,0.9999874331687896,0.2808511350232531,0.9999874448200328,0.28079264239928925,0.9999874546785472
NP-GJ4001,1,0.9903590303142492,1.0015795214190427e-15,0.9621596376366534,1.1023551333440274e-10,0.9547699991313192,5.002816593826273e-10,0.9309073621581196,1.8110710904222844e-08,0.9145973253327194,1.0877755997935195e-07,0.8826966135498377,1.5872600175733038e-06,0.8806794932062124,1.8327405871892185e-06,0.8501370131086934,1.2500333083603448e-05,0.8462146471729641,1.553502907851518e-05,0.8240593877157152,4.8138367950719066e-05,0.8236358004147464,4.912001123997488e-05,0.775374928437052,0.0003725810857963583,0.7642178909927454,0.0005585147796961351,0.7627957271744881,0.0005872593870442012,0.7627226901296629,0.0005887699946054602,0.7619576562048038,0.0006047989858046798,0.7558616262586011,0.0007468116348509463,0.7512340571838096,0.0008733512890300899,0.7390473231942335,0.0013006361094688847,0.7215057346679454,0.0022334963327304102,0.7214359021431909,0.0022381494515784977,0.7155017285402452,0.0026659043669563947,0.7108048802317084,0.003053509520568568,0.7057172465515754,0.003528082507330393,0.6865158132902855,0.005949046368277264,0.6852749458815157,0.006146118143208514,0.682377624055129,0.00662854136851941,0.6747271026052089,0.0080641152544341,0.6716969178023778,0.008703318077262306,0.6630453477332312,0.010776543018230151
NP-GJ4079,1,0.3313436350686588,0.829751470218679,0.32274480982782683,0.8575102753254172,0.31588639570571525,0.8776185488854343,0.307662283218301,0.8992891324102098,0.30176444450543577,0.9131853631022736,0.29638643331292497,0.9246753515257916,0.29579771641443786,0.9258657516618538,0.2951094692090969,0.9272407358715054,0.2935425312145596,0.9303045214908312,0.2872337521898481,0.941720287321652,0.2840972926260865,0.9468626897358636,0.27337027507528183,0.96194149322422,0.27141374829365955,0.9642979704352792,0.2703373031674398,0.9655457065055928,0.26709550075870997,0.9691006066588672,0.2558640963107822,0.979249088764608,0.2539700969178704,0.9806595537055374,0.2483111705190634,0.9844169214744946,0.2476913798242532,0.9847892182050224,0.24648656360210305,0.9854919792202432,0.2464515653503292,0.9855119858083381,0.2415456705665616,0.988099372720582,0.2391083649117714,0.9892338445788112,0.23652550290028884,0.9903355153879779,0.23399376262335325,0.9913214306200452,0.2319676619913629,0.9920476603406456,0.2246407596132042,0.9942574529627912,0.2223706346860949,0.9948242124404552,0.21910049911135648,0.9955550265414282,0.21865407824340916,0.9956474490823268
NP-GJ4088,1,0.8949121171375664,0.001365156417486203,0.8918935245873304,0.0015700757393108027,0.8870532520962199,0.001948947369996396,0.8799327096538797,0.002634536034432405,0.8785382360948449,0.002788752235558284,0.8761211796335445,0.003072935144344141,0.8748550562962983,0.0032306855018021893,0.8722717341798073,0.003572430560229545,0.8714957310385607,0.003680483052895513,0.8700101366851938,0.003894549001082318,0.8668243768585324,0.004386826592312293,0.8661969662993547,0.0044893256885007015,0.8661266585818836,0.004500928695635597,0.8660988349638434,0.004505527018964625,0.8652599428465515,0.004645921846826232,0.8604904531887981,0.005511247152133296,0.8582904127367353,0.005950983642425734,0.8570558013702204,0.006209607814697853,0.8533356405883439,0.0070429029067931356,0.8532524533229386,0.0070624938379110465,0.8490975121385054,0.008097038170270942,0.8468116841048917,0.008714979337706855,0.8406302249778755,0.010573264592978414,0.83736677881247,0.011672407962738288,0.8367095325961073,0.011904222929863735,0.8345450643928463,0.012693266823045541,0.8240897742644461,0.017099689639368837,0.8236302407901047,0.017317576109127826,0.8234872355732817,0.017385821341607342,0.8226212146074021,0.01780359757433186
NP-GJ4100,1,0.5523539562094427,9.891217242730131e-21,0.5158605789660741,1.753051395848003e-18,0.5074917743085592,5.435112450407737e-18,0.4371936997461949,3.5994329259242996e-14,0.4349862186248482,4.6579189121543217e-14,0.4329392668299183,5.910294684871907e-14,0.4228807303264782,1.8806300196376436e-13,0.4125680598132269,6.032036587233114e-13,0.4104446747558209,7.648049532742557e-13,0.40376750502562175,1.604164456646168e-12,0.39552963234718297,3.954351809473799e-12,0.3775170725120484,2.7227024806910746e-11,0.3725454951326129,4.59058760500573e-11,0.3689439922469519,6.684324187008536e-11,0.3662254001122973,8.863464323083449e-11,0.36415413926572654,1.098006256108967e-10,0.36274233509739856,1.2700365188304823e-10,0.3575664480215831,2.159348356906761e-10,0.35507129244613783,2.7845560078029067e-10,0.35268291723407763,3.548527611231242e-10,0.3493017133341381,4.993682385847209e-10,0.3415275901680803,1.0877768864773012e-09,0.3386410037846021,1.4488632611904925e-09,0.3370632667863731,1.6936737323031145e-09,0.33676621576996274,1.7441205471244908e-09,0.33476544021743176,2.1245973523147014e-09,0.33391368155304063,2.310354838194685e-09,0.3326622356680147,2.6126075823535713e-09,0.3313315026895794,2.9767190472494348e-09,0.3259579144211994,5.0275309012587015e-09
NP-GJ4254,1,0.1878837173106018,0.9999999713037993,0.17684569587406884,0.999999981634067,0.15637503952071702,0.9999999911820898,0.13926561414334718,0.999999994605093,0.1392194975548853,0.9999999946112552,0.13357984883519752,0.9999999952753538,0.13346581673785607,0.9999999952870826,0.13161219510268496,0.9999999954691609,0.13024642076527942,0.9999999955933836,0.12846558193582042,0.9999999957434174,0.1271722263480689,0.9999999958443222,0.1265285321723464,0.9999999958921152,0.12481664435881815,0.9999999960116656,0.1230222688358631,0.9999999961256671,0.12129767164018627,0.9999999962248508,0.1182321655452199,0.9999999963773945,0.1155737107882062,0.9999999964863836,0.11428025537819575,0.9999999965319204,0.1142100581379214,0.9999999965342544,0.11079607448354696,0.99999999663101,0.10923740272580212,0.9999999966644224,0.1084179816366535,0.9999999966793096,0.10836977360937378,0.999999996680128,0.10808134842265214,0.9999999966848911,0.10726316831874158,0.9999999966971606,0.10657881266173733,0.9999999967060096,0.10633394789937198,0.9999999967088624,0.10604083873538417,0.99999999671206,0.10281353637377556,0.9999999967314356,0.10053197810858763,0.9999999967272244
NP-GJ429.2,1,0.023234659860795384,1.0,0.020588927595233186,1.0,0.02008488013982826,1.0,0.018688995308155244,1.0,0.01651706202843316,1.0,0.015495094444269988,1.0,0.015147440738596446,1.0,0.014962477220759687,1.0,0.014805990250897696,1.0,0.01420198336623557,0.9999999999999998,0.01140721079352684,0.9999999999999988,0.009882793721175384,0.9999999999999952,0.009842715014085143,0.9999999999999952,0.009813832115954536,0.9999999999999949,0.009781424508835505,0.9999999999999948,0.009416879079198172,0.9999999999999926,0.009020286365278423,0.9999999999999888,0.008789952186750353,0.9999999999999856,0.008746330275957547,0.9999999999999848,0.008627251840552576,0.9999999999999828,0.008456466584679972,0.999999999999979,0.008264760422538712,0.9999999999999738,0.00825898627576012,0.9999999999999736,0.00819770169585277,0.9999999999999716,0.008194933429508812,0.9999999999999716,0.008080441095902894,0.9999999999999676,0.008035887270231178,0.9999999999999656,0.007944304568055621,0.9999999999999616,0.007866392225760816,0.9999999999999578,0.00786041977188328,0.9999999999999576
NP-GJ4303,1,0.9687773817891988,3.5126446192215895e-52,0.967982542848033,8.67937493000526e-52,0.963641672431328,8.42046727076565e-50,0.9601253248383128,2.3329588343900405e-48,0.9304159260347712,1.1651779813417598e-39,0.727028112194169,2.415353991185839e-18,0.4928010468841512,9.661066473706616e-09,0.4792948888758352,2.454130943690285e-08,0.4577527516168405,1.0321570485354319e-07,0.4100886777933091,2.028483663111996e-06,0.3221871286422761,0.0002670255577926115,0.30425247314986353,0.0006643299636509274,0.29294344738183004,0.0011645845392699028,0.2677133554982449,0.003928802917345254,0.2299302435229636,0.022076831950038744,0.2133103490060755,0.04532733042291931,0.19781301294171552,0.08622861188006584,0.19347644778068665,0.1026320367028215,0.18902449223618725,0.12234544816211645,0.1662197498240182,0.28266137845668204,0.16463784073201496,0.2981103619529216,0.16078722563659734,0.33822175265778204,0.1414904131521357,0.5844524863502321,0.13061810475420507,0.734880307217041,0.12865774822877565,0.7604320385388809,0.1235618095244689,0.822294839615683,0.11726385400211667,0.8867567540044343,0.1157438494592252,0.8999826075469674,0.11257749988349663,0.9244327982509736,0.11196167305675962,0.928698312470559
