STARID,LABEL,1th Peak,1th Peak F.A.P,2th Peak,2th Peak F.A.P,3th Peak,3th Peak F.A.P,4th Peak,4th Peak F.A.P,5th Peak,5th Peak F.A.P,6th Peak,6th Peak F.A.P,7th Peak,7th Peak F.A.P,8th Peak,8th Peak F.A.P,9th Peak,9th Peak F.A.P,10th Peak,10th Peak F.A.P,11th Peak,11th Peak F.A.P,12th Peak,12th Peak F.A.P,13th Peak,13th Peak F.A.P,14th Peak,14th Peak F.A.P,15th Peak,15th Peak F.A.P,16th Peak,16th Peak F.A.P,17th Peak,17th Peak F.A.P,18th Peak,18th Peak F.A.P,19th Peak,19th Peak F.A.P,20th Peak,20th Peak F.A.P,21th Peak,21th Peak F.A.P,22th Peak,22th Peak F.A.P,23th Peak,23th Peak F.A.P,24th Peak,24th Peak F.A.P,25th Peak,25th Peak F.A.P,26th Peak,26th Peak F.A.P,27th Peak,27th Peak F.A.P,28th Peak,28th Peak F.A.P,29th Peak,29th Peak F.A.P,30th Peak,30th Peak F.A.P
NP-GJ734B,1,0.5652951513440461,0.5397836803135775,0.559297425934022,0.557692016082914,0.5489763220864391,0.5882008901454813,0.5455170628406927,0.5983139232808253,0.5443036075170576,0.6018458299764256,0.5441681995832465,0.6022394262519927,0.5367993697296796,0.6234877559062061,0.5353910092630817,0.6275078752161202,0.5305181407166992,0.6413058402063281,0.5236873617876865,0.6603322999089879,0.5194260848856233,0.6719982853521206,0.5173869811103812,0.6775218060190351,0.512197513302971,0.6913983610231861,0.5083513775554699,0.7015080498929261,0.5083263027399328,0.7015734551367377,0.4936594396993626,0.7386419841260858,0.491729373475307,0.7433349390083193,0.4835161127470259,0.7627955490717263,0.4728375753391124,0.7868151802191855,0.4710444765390153,0.7907018832955441,0.4682398390147768,0.796695120802412,0.4665061849447757,0.8003469303235137,0.46234799425236106,0.8089400687690023,0.4592910473021354,0.8151072127056271,0.4494605716178197,0.8340689398704849,0.4447870163701624,0.8426155094583476,0.4330411588621659,0.8627634914332575,0.42399582583782297,0.8769916452021153,0.4214837271416472,0.8807470769002614,0.4194869794596737,0.8836719606348575
NP-GJ739,1,0.7240976042072026,0.0005184423395947581,0.7136086957937948,0.0007201690939894543,0.6909399677674053,0.001406874801920576,0.6510777635428466,0.0040678221121339606,0.5808912580080219,0.019873848078950068,0.4513581244294382,0.18170340588277972,0.32656819307582896,0.6619278108305655,0.28257481515075217,0.8326562190067295,0.2713296815020472,0.8668853690417467,0.24946472276715495,0.920126721610102,0.2424719560127499,0.9334731028373968,0.2331340858884587,0.9486837044416117,0.2086414714407712,0.9761913397521002,0.18261056810308432,0.990859163802876,0.17981993637467875,0.9918204166181068,0.1755323665487302,0.9931252869341792,0.17445783851973362,0.9934220742159408,0.1744307671417802,0.993429402925055,0.16180462519616712,0.9961524424423226,0.15910050269209822,0.996582003097111,0.15842231487585753,0.9966826435556116,0.15815264487022127,0.9967219036315341,0.1557833165736487,0.9970489967808484,0.15183431848041787,0.9975281874646283,0.1491902594474501,0.997807609342376,0.14690665578928508,0.9980249641395276,0.14628951686781694,0.998080146007577,0.14586691607885566,0.9981170959059912,0.14016459233167594,0.9985545531852368,0.13966148090440056,0.9985881364954836
NP-GJ740,1,0.3275720692838805,0.004527252001127511,0.3134878645902281,0.007982509967595586,0.3090213874777261,0.00952714775961437,0.2877050290945313,0.021720870225264952,0.26976660711752465,0.04228717669625491,0.2681103395558086,0.04490835356837145,0.26354158846190673,0.052943574668650094,0.2622533992214776,0.05543915032041615,0.2573338913882651,0.06600309619860563,0.2539057894275589,0.07442539426286973,0.2525093219933611,0.07812927226336946,0.2494017649196003,0.08698006476227672,0.24872446667309045,0.08902569623428247,0.2465281667018453,0.0959611099614478,0.24632434857546134,0.09662873402507842,0.2453938818522584,0.09972980059114332,0.232240609233621,0.15402512450687733,0.2278760124119407,0.17695553692610186,0.2264201584772228,0.18521498308140197,0.2261142328079367,0.18699069137839308,0.2234162861450279,0.2032666354276442,0.22151317599608472,0.21542754392475708,0.22095323210337098,0.21911492114181694,0.21667760590865207,0.248947033267648,0.21452234318261984,0.26512910883875723,0.2144304264602069,0.2658365111124995,0.2106634108373871,0.29605121271860324,0.2055447900002357,0.34092615879369825,0.20550639473963786,0.3412791910499531,0.19709143724289346,0.4242282295534773
NP-GJ7,1,0.7617184995930592,0.09222787090009447,0.753546003700147,0.10432740556334176,0.7519900995181935,0.10674247070049904,0.7515915839332242,0.1073668293697273,0.7510290274689425,0.1082522157370999,0.7464694634846386,0.11560275959029875,0.7423402708042832,0.12252887971124482,0.7416534073547062,0.1237059468950563,0.7391244727781892,0.12810126914751152,0.7302145652708242,0.14436026253389306,0.727950853736268,0.14868341960591636,0.7254518976791929,0.1535462908682972,0.7231303523062445,0.15814887624433718,0.7223054011165275,0.15980406115701787,0.7214309649500892,0.16156978302992986,0.7201825851881744,0.16411063917689478,0.714769453198162,0.17539989913279624,0.7134133857954865,0.1782969099646702,0.7118185336888071,0.18173917454835908,0.7093155789552391,0.18721769674940836,0.7086901038725917,0.1886012398500568,0.7079834499872071,0.19017129642210948,0.7054861101261937,0.1957787647845143,0.7045010128029708,0.19801579629203545,0.7033650295090411,0.20061302478750725,0.6988286547244661,0.2111706495783402,0.6983049586132809,0.2124084645224448,0.6977897159076558,0.21363010862956136,0.6929722612034013,0.22523357202818245,0.6870250162886321,0.2400016169911373
NP-GJ800A,1,0.7650788198548144,4.035843444782745e-17,0.7187089359174247,9.517683051457041e-15,0.7174141858612545,1.0938826813728736e-14,0.7112436499337074,2.104878488104621e-14,0.707800900883404,3.014186980836094e-14,0.7073873545027088,3.146134762229034e-14,0.7049436236799739,4.0475438717771054e-14,0.7045898033857504,4.19717852862452e-14,0.7042219393577009,4.358418097347881e-14,0.7028452259525062,5.016678850793142e-14,0.6988798367430429,7.49521002793526e-14,0.6975849472859811,8.535346120025576e-14,0.6950705630816604,1.0967706849372674e-13,0.6910852571148184,1.6250591187113157e-13,0.6818922199116623,3.948276382561303e-13,0.6810472851253186,4.2783419968222487e-13,0.6782520896435335,5.571380286863046e-13,0.6777870780270712,5.820288109274234e-13,0.6762919407094407,6.695583559489719e-13,0.6759500000129521,6.912953139736595e-13,0.6726736012004025,9.37273624601912e-13,0.6723389704020825,9.667035727720948e-13,0.6722318165787761,9.763148503925882e-13,0.6708183772898384,1.1120702761333175e-12,0.6691979008552028,1.2901945501022475e-12,0.6674494641271019,1.5132663238663084e-12,0.6605007597433246,2.8286214673454053e-12,0.6590139109534604,3.2282822422673437e-12,0.6539632551029514,5.035763237219722e-12,0.6521135566554198,5.9165470669730565e-12
NP-GJ808,1,0.4755983685657644,0.9543697301458196,0.4672422692993562,0.9626103144136182,0.4646135600125914,0.9649422755036906,0.4440181234390728,0.9794434517677126,0.4336139545548793,0.9846128548398374,0.4086989436112638,0.9927231284595659,0.3919135391396158,0.9957951861864082,0.38989446012403,0.9960729645037822,0.3892429926209167,0.9961590304331636,0.3872187400104593,0.9964158075374612,0.3701772519402541,0.9980377712695402,0.3626695990073187,0.998511858065918,0.3626583815125575,0.9985124803027792,0.36131837264114497,0.9985851205136764,0.3605435000165768,0.9986256278858368,0.3592306127033668,0.998691841365708,0.3541244283987921,0.9989224677604626,0.3404690873085572,0.9993678188963174,0.3393293289406064,0.9993959050684568,0.3347294716321112,0.9994978489367607,0.32815398801482504,0.9996159382892428,0.3223150162399023,0.9996984234502932,0.3222752184765957,0.9996989235360682,0.32124750060703583,0.9997115697523274,0.3184996703819501,0.9997429640362556,0.3165063127653806,0.9997636850326498,0.3100908117141283,0.99982014763312,0.30210955882376545,0.9998725968557972,0.29973054636496044,0.9998851592067473,0.29857329000512034,0.9998908324735654
NP-GJ816,1,0.2130662726598636,0.9963329764935904,0.2106728689094148,0.9967880309559586,0.2092960266764296,0.9970267904250288,0.20502401605752146,0.997671529686484,0.2009024684738013,0.9981732565278464,0.19676918746298008,0.998577534867003,0.19585535632468568,0.9986553002112312,0.19095210664539844,0.9990110809963232,0.1884463518203709,0.9991579063641114,0.18761727709722506,0.9992019518547992,0.1876159662318388,0.9992020198099716,0.1854940534799928,0.999305385016534,0.18388870538933724,0.999375324316356,0.1801476061447521,0.9995140864342521,0.1798598608778853,0.9995234914728977,0.1746301536912048,0.9996677974263312,0.17305429477463882,0.9997026183032276,0.17281771369812854,0.9997075443846384,0.1719295781879284,0.9997253709372812,0.1703111274584726,0.999755292405544,0.17006231768495933,0.999759614386896,0.16920689443166012,0.9997739385826534,0.1669927283126558,0.9998074125956268,0.16675612576247514,0.999810702278452,0.166449972316635,0.9998148812212264,0.16637325499318245,0.9998159148280862,0.16573775443168767,0.99982427209798,0.16438232180933218,0.999840926978381,0.16419663838905554,0.999843090013009,0.16272194052871325,0.9998593166417986
NP-GJ821,1,0.29648025163258057,0.9953656281310248,0.284035834341157,0.9972575073073572,0.283960419531168,0.997266485163735,0.2771206560315063,0.9979797539424062,0.27665896058436906,0.9980212714030332,0.27413863845049197,0.9982347099178904,0.2737444281625577,0.9982661542861959,0.2677030514133763,0.9986889277163428,0.26625967811192736,0.9987749913394169,0.265127651105298,0.9988388680245388,0.2636006836034818,0.9989202372476352,0.2608691964306785,0.9990529632799798,0.2608600401732579,0.9990533819896288,0.2563836132346415,0.9992389822263296,0.24704603100232306,0.9995234765478249,0.2466961136358089,0.9995319193604733,0.2464768917595802,0.9995371379651876,0.2445997087845423,0.9995796678748001,0.2381615178603555,0.9996995198121558,0.237385211534949,0.999711589734216,0.23563645066669145,0.9997371394261236,0.2348118569862096,0.9997484376313804,0.2346406404198697,0.999750725825684,0.2317275515251722,0.9997867895652054,0.2304808671161181,0.9998006743266656,0.22856622712000566,0.9998203534015532,0.2257287914552287,0.999846179864559,0.2245796750684626,0.999855606764174,0.22183777626396675,0.9998759414824472,0.221563371771808,0.9998778200040168
NP-GJ842,1,0.6739387204444989,0.8733702040530474,0.6722461528820028,0.877087253106392,0.6573912498835734,0.9063923568102497,0.6434528203293306,0.9287869212861464,0.6417529168281215,0.9312044406502944,0.6408853618769608,0.9324131760459701,0.6396310388850021,0.9341311927475542,0.6385252957572437,0.9356169850543634,0.6367604281120656,0.9379334310872652,0.6363346440087629,0.9384822669704588,0.6352503800544167,0.939862487481644,0.6283115491373781,0.9481208209476758,0.6231471931917054,0.9536523607485412,0.6216403347820669,0.9551725076888776,0.6202366035462411,0.9565516949318154,0.6165325843326377,0.9600245966098718,0.6146906530280205,0.9616643927166844,0.613048031087991,0.9630793991795216,0.6122412005827425,0.963758388510337,0.6077166074804905,0.9673763859457744,0.6067252383071565,0.9681273602404576,0.5948305919642424,0.9760614483889064,0.5942931102648183,0.9763761282693942,0.5912369215371424,0.978099073505342,0.5910079356510199,0.9782237135554334,0.5893793005897889,0.9790927730327066,0.5748097323346303,0.9856268621655684,0.5747580443577733,0.985646433035788,0.5710842467142436,0.9869790860233368,0.5707633910621451,0.987090145678574
NP-GJ855,1,0.5689533295591115,0.004836193167614959,0.50351819828302,0.02824187674818112,0.455331754451736,0.08685014506397112,0.4527115126811002,0.09192393331509066,0.4524428343305488,0.09245824814654194,0.4487894262585461,0.09999090463927528,0.4314769224963533,0.14309862008585614,0.4289775550991232,0.15042875329671435,0.4030364797725723,0.2454140084204027,0.4021310243508694,0.2493893491367745,0.3989548523789147,0.2636978729341807,0.392269437466656,0.2956636986542413,0.3893263336554872,0.3105239703569648,0.3798749803662463,0.3614008005111644,0.3776741559495409,0.3739102456269824,0.35676090248584785,0.5031759984861511,0.3562604340165271,0.5064519145371945,0.3523677722285503,0.5321204904334363,0.34645865071031273,0.5715509095255543,0.3455609395900432,0.5775701854122586,0.3426549073242129,0.5970731015574084,0.3384696861327442,0.6251270145358764,0.3333051770342447,0.6594804646220888,0.330987570925726,0.6747280077830591,0.330953651627794,0.6749501650478008,0.32662285387297896,0.7030316512415983,0.3265764438457437,0.7033292017846822,0.32499648146079274,0.7134104923634424,0.3243638240611165,0.7174197794559093,0.3229967047030539,0.7260261950658979
NP-GJ85,1,0.828772301922598,9.21332866938142e-05,0.8207166610348247,0.00012945840319357742,0.8192136391082112,0.0001377024519406765,0.8166940398478161,0.00015253940822774437,0.8076709104316624,0.00021755913493573268,0.8030886172752574,0.00025887000702704737,0.7946122689882408,0.00035329380618824585,0.7923770689429526,0.0003826491506878516,0.7882311917341687,0.00044268820635868985,0.7870820138215053,0.000460700365958216,0.7850891965863922,0.000493433743075742,0.7845404616470486,0.0005027910927484913,0.7764157880835227,0.0006603203025110973,0.7735867352932886,0.0007243309083354387,0.7465828459048709,0.001657078622540651,0.7440299267614353,0.001783408251547019,0.7402651233399435,0.0019847592226192377,0.7306126601711406,0.0025923352388405475,0.7265133580614075,0.002894968754196189,0.7255663356260307,0.002969034118796833,0.7232354921829239,0.00315827826641027,0.716793071210783,0.0037360169941784735,0.7138342501047191,0.004030276955228847,0.7122244677346184,0.0041985433386105215,0.7093355140164367,0.004515615821930552,0.7070346945488667,0.00478258006870136,0.7048695070723497,0.005046016967730617,0.7040250252750411,0.005152074295739786,0.6987338424015112,0.005860942368820428,0.6987088533382034,0.0058644781815525284
NP-GJ891,1,0.5079411514230014,0.03872072252145334,0.5053444861350433,0.04108999550087484,0.4825137276453748,0.06804384349439617,0.4232918211389268,0.2152269240578931,0.4125780414708917,0.2580294444318512,0.4122832804298061,0.2592864402694488,0.4101939742147733,0.2683183703398033,0.3859560337320235,0.3882625555190352,0.3602780406333978,0.5399910396570672,0.34822215978758386,0.6152808325708384,0.3333025373291745,0.7066512119808056,0.3246982134984954,0.7563366158391553,0.3240885747703294,0.759734331048918,0.3216194008202543,0.7733057947968067,0.31928473521371703,0.7858420449909315,0.314676237412194,0.8096707931467086,0.2778219431342788,0.9462921052450906,0.2768638296585204,0.9484914609322316,0.2754532517405453,0.9516122031440962,0.2730407603502882,0.9566324235170319,0.27067525826979155,0.9611774004097582,0.26646064605023384,0.9683927445979904,0.25874768975268114,0.9789267346182426,0.2582243580600245,0.9795275409174728,0.25743941952040755,0.9804035417091136,0.2563607721070997,0.9815591665080188,0.25380866025414905,0.9840804264555408,0.24624998396876616,0.9899784917775984,0.24355502563714665,0.9915899478625941,0.2386208714396041,0.9939877597332591
NP-GJ9067B,1,0.6080036993057316,0.11913829552365708,0.5072555156056241,0.4017855678996167,0.4914773349183241,0.4626075620615608,0.474127927999145,0.5318607336402755,0.4683787780996684,0.5550365593352902,0.4678536558429897,0.5571538041938243,0.4644304562050706,0.5709482389844674,0.4567343330342276,0.6018423786081946,0.4457861100155241,0.6451849554295164,0.4436914100801713,0.6533558613917639,0.4412749072171112,0.6627215278102228,0.43039526190994104,0.7039316674775054,0.4284296496710268,0.7111843852375749,0.4271406529391247,0.7159046825278262,0.4064124085824421,0.7872737722470683,0.3975303704714501,0.8148276001415186,0.395033437961623,0.8222080989926932,0.3846469956321666,0.8511012156913823,0.3835149196564069,0.8540702268917391,0.38341668977566856,0.8543261519412275,0.3827084373485948,0.8561633835668377,0.3809843591824437,0.8605766373035827,0.37251583035071495,0.8810299407370977,0.37079523480770055,0.8849358655399552,0.35777393088530823,0.9117745311660168,0.3469760149040365,0.9304696175906648,0.3413379145260592,0.93900615486547,0.34016381767968346,0.9406821087359172,0.3398830482870455,0.9410777884076772,0.3387271771063405,0.9426861271064624
NP-GJ91,1,0.3977663389292059,4.528917213022151e-07,0.3857615732717586,1.0421740876888109e-06,0.33670853418450764,2.6499075131651864e-05,0.3294400673324149,4.1881328726835975e-05,0.3283942013684985,4.471302623296721e-05,0.3164597517995605,9.361128529178844e-05,0.3005574261295865,0.0002452415138166145,0.2919529428419729,0.0004088746414075753,0.2856287785416348,0.0005927319875329724,0.2851178976356276,0.0006106839384457082,0.2712437673657849,0.0013607878154808571,0.2508443300198032,0.004283075844673689,0.24740741738916155,0.005176623142127689,0.2367793918805084,0.009236604608087708,0.23636142551008615,0.00944728726943667,0.2353946287776835,0.009952573152434398,0.23323846317197405,0.011175306698671098,0.23079242605638295,0.01273822460452502,0.2274124441783197,0.015248810628017626,0.22283853778030835,0.019415275046591792,0.21859227076452628,0.02424705772210178,0.21834352038670532,0.024563252280571046,0.2178933784974432,0.02514550923720089,0.21766289777135275,0.02544872847408656,0.2174175165772116,0.02577539696353906,0.215832031347,0.02798485277898345,0.2025673178846464,0.05499727574438927,0.20245325182156096,0.05531188420372364,0.201010406147004,0.05944008780761913,0.20044855067686945,0.06112441546667378
NP-GJ9201,1,0.44754902755936177,0.553956493488343,0.442570375866402,0.5812111950319335,0.41085994849177104,0.7484846244360666,0.40659161474973854,0.7689904761516279,0.3981753577969923,0.8072082564031411,0.3957850314537442,0.8174710480639391,0.3930831785849672,0.8287330089611606,0.3923751733904006,0.8316232284884413,0.3831293327888504,0.8669371319123506,0.37937736738051975,0.8799322605580892,0.3718206618597169,0.9036885899574262,0.3683076903202166,0.9136260462018232,0.3645964953425405,0.9233665819456732,0.3635020031144302,0.9260920480264432,0.3625177799844964,0.92848620995792,0.3595582199247713,0.9353651497219936,0.35896821189784506,0.9366796260663433,0.34935237777289896,0.9555362136091764,0.34510443537696817,0.9624056472964718,0.3429322605809983,0.9655962974575336,0.3418575171139085,0.9670974809009159,0.3365968652439198,0.973740939805146,0.32704455866063403,0.9831076506918056,0.32702455912980744,0.9831239942692562,0.3247956222248921,0.9848679155214932,0.31305693542999624,0.9918174905820072,0.30880248157705953,0.9935652907562272,0.30815283504616303,0.99380237409403,0.2978172031499567,0.99669418263113,0.2953051814126017,0.9971882549201168
NP-GJ93,1,0.017051183839128858,1.0,0.01654446676134374,1.0,0.015758190006252618,1.0,0.015329906696050772,1.0,0.015325095895101478,1.0,0.014671387733043694,1.0,0.014372830539901191,1.0,0.014122916909978234,1.0,0.014019121929578472,1.0,0.01370685787983277,1.0,0.01356883160156752,1.0,0.013300059829181695,1.0,0.01307080622656924,1.0,0.01294939373690468,1.0,0.012847128912261514,1.0,0.012701585620141616,1.0,0.012634557049823308,1.0,0.01259024232304545,1.0,0.0125288819753159,1.0,0.012510580732491472,1.0,0.012460452884443387,1.0,0.012444356778096738,1.0,0.012369119935842785,1.0,0.012349087221645157,1.0,0.012296141988232123,1.0,0.01227388171111897,1.0,0.012224715283524062,1.0,0.012211830114404994,1.0,0.012176569386019348,1.0,0.01215030776908823,1.0
NP-Gl105B,1,0.5179844315794528,0.1533786833468413,0.5128251845325421,0.1666833147768115,0.5127608138354249,0.16685465438510716,0.5109788997501952,0.17165057283170393,0.5071448170897699,0.18231895658953348,0.5030868718895103,0.1941366269803345,0.4858198569972261,0.25061850907378336,0.4823783890131766,0.2630867463234877,0.4630753524821056,0.3402955158244329,0.4533321447889818,0.3836461947606616,0.4481003081360507,0.4079921734449825,0.437836998315882,0.45760109223532497,0.4368048495946042,0.4627074457448372,0.4239928134027763,0.5274020846542503,0.3942213315971171,0.6795421240413796,0.38793472639767546,0.7103103929050107,0.3857727188684182,0.7206726614470622,0.3848903918991389,0.724865519096874,0.3837383944980972,0.7303069573696936,0.3678785555634219,0.8007602854132317,0.3658555934899539,0.8090608399711398,0.3623987462677647,0.8228403723703052,0.3612964572341349,0.8271238376584252,0.3558774742742473,0.8473758665466711,0.3451876684306772,0.8832100223177918,0.3442651131531807,0.8860382212275139,0.3438041323134737,0.8874354605743712,0.3424526861875956,0.8914703659255826,0.3421877940240834,0.8922505008213302,0.3416632621353672,0.8937849151654381
NP-Gl191,1,0.990909476395494,9.808697736468987e-230,0.9902238262144956,3.90465781532218e-226,0.9861063144898664,9.831382698255359e-209,0.9612084282980272,6.636488729586577e-158,0.8885727730291739,1.1113192117101077e-105,0.7128434077045965,7.35434992208138e-59,0.5189436478705919,2.2000440497580982e-33,0.5150584239561717,5.483467389366101e-33,0.42738472088419704,8.439809262661507e-25,0.4118842923953833,1.7405897138879738e-23,0.33237976139209474,2.963126552539628e-17,0.283788659313115,8.237180299271657e-14,0.27505559010351144,3.228751064989378e-13,0.2448381094295777,3.2033616173384034e-11,0.22115409041890013,1.029040724213344e-09,0.22059940977666895,1.1146404890249775e-09,0.219240766407904,1.3552623677188885e-09,0.21755524735810974,1.7262963830751586e-09,0.21713938709406932,1.8323433098902166e-09,0.2054969451182136,9.592116962316535e-09,0.19382481932977969,4.9122645177356297e-08,0.1936651855341255,5.022333211136187e-08,0.1910395070707732,7.22602599321054e-08,0.1868113382171538,1.294607637905184e-07,0.16798963372172251,1.6670755935471996e-06,0.16696526494822408,1.912257170381693e-06,0.16012994777247705,4.753986328458524e-06,0.1582563965231908,6.0929058548811286e-06,0.1539575622609384,1.0741164023148107e-05,0.15303370526770366,1.2127701148514205e-05
NP-Gl203,1,0.3695036975483692,0.9994593105048528,0.3442070847600225,0.9997627343347208,0.3237329339405483,0.9998799519806456,0.29162674096752866,0.9999591921505646,0.2909127691150523,0.9999601585421172,0.2904015359831197,0.9999608362665476,0.28864641045095984,0.9999630754226708,0.2705299575535445,0.999979813552934,0.2696515433082922,0.9999803912888936,0.2639488749550468,0.9999837484222,0.2504253202217303,0.9999895245457114,0.2503801496565757,0.9999895397205876,0.2450602346811897,0.9999911733105016,0.2435047875190496,0.9999915977641644,0.24335108310376066,0.9999916385038288,0.24227334458696664,0.9999919182723824,0.2418245361767064,0.9999920317963192,0.24153679987223897,0.9999921036746232,0.23983826316107626,0.9999925139966424,0.2381843077449931,0.999992891505826,0.23470927880105344,0.999993619135327,0.23410371923198997,0.9999937374279372,0.2329465498318131,0.999993956867062,0.22938732990944166,0.9999945806401872,0.22359008257655186,0.9999954498425488,0.2221979240187784,0.999995634646438,0.2213954051433637,0.9999957373407916,0.21787507968138253,0.9999961567526268,0.21692551654135706,0.9999962617253416,0.2152011068670606,0.9999964441015138
NP-Gl250B,1,0.6660036186193968,0.4141476658295588,0.6440505819383785,0.5036582317194626,0.6071478153455201,0.6538536358881988,0.6055548198835811,0.6600662204440453,0.5970011679065731,0.6927637026157394,0.5816580935758443,0.7480658846812871,0.5685512320029081,0.7911954259690834,0.5656545030319509,0.8001559294093864,0.5453041258548829,0.8568077943230172,0.518502845455233,0.9140344670160868,0.5108808437302141,0.9267987131562772,0.5018378742019229,0.9400696615539732,0.501150426096,0.9409988797483388,0.4951872399388953,0.94860784208891,0.4941850686387317,0.9498090295343318,0.4924925056813567,0.9517884540661232,0.4919674828718953,0.9523900248389708,0.48927739302118706,0.9553815459761632,0.4835493409833788,0.9612617737779728,0.4768610270682468,0.9673333264931042,0.4515247050172675,0.9837825250102178,0.4506540119946315,0.9841927711497408,0.4475728609080321,0.985575081988535,0.4457976166073104,0.9863240896525746,0.4351131120451511,0.9901697508517888,0.4326569296314486,0.9909087530259136,0.4270598388900976,0.9924158176561372,0.4214917629507261,0.99369466175064,0.4169032660152999,0.994602457532586,0.4145700418119145,0.9950183445292784
NP-Gl341,1,0.2782718903573445,0.5523496864789659,0.2633122740592204,0.6661346220765599,0.2496329033491552,0.7647906448011118,0.2483670927420263,0.7733489880925314,0.24623430261435897,0.7874855555637221,0.23782876889211935,0.8392545721757726,0.23297327568266796,0.8659025562479141,0.229428236032597,0.883700594360376,0.22587743418554845,0.9000670621262652,0.21282927802377646,0.9474740231455402,0.21217988689526487,0.9493232335817662,0.21207776626468489,0.949609824806999,0.2104752424510901,0.953959046956064,0.20954892880962064,0.956347762413027,0.20843353604964812,0.9591047084925776,0.20762520013499036,0.961022582541376,0.20732987288560772,0.9617067254750608,0.2016996195364077,0.9731341694290916,0.20155696161676387,0.973385709500334,0.1999256202047596,0.9761370471984286,0.1991086281220735,0.9774306055937914,0.1990525477501946,0.9775173852227428,0.1989677694175478,0.9776480862441947,0.1987937904461473,0.9779144788737142,0.19731341422819856,0.9800835979075114,0.19255090991945709,0.9859587405837884,0.1909630423570933,0.9875775068457748,0.18921849713848787,0.989180156961573,0.1891531802098274,0.9892367559877352,0.18754071372649572,0.9905599505103038
NP-Gl357,1,0.22141927397154967,0.3376685530321297,0.21345605284546476,0.4049467829691241,0.2120452836021194,0.4176122734867855,0.2016407059935171,0.5167072380672736,0.19519374547672064,0.5816028855402259,0.19419860787378285,0.5917312868658504,0.18882135496635605,0.6464625418643208,0.1881494323382599,0.6532656188232808,0.18664386728348048,0.6684476552570341,0.17619503636229936,0.7693212799949977,0.17159181592947062,0.8097315860958378,0.17098960344383352,0.8147742665817447,0.1706275935831484,0.8177762497513872,0.16870195217540065,0.8333614029948946,0.1647483030486769,0.8632035054598513,0.1633868699075193,0.8727662391297852,0.1628549366995734,0.8763993507871831,0.16249866363393214,0.8787998863438686,0.16142830448542686,0.8858520772050883,0.16115265551430474,0.8876291217499378,0.1611382004438608,0.8877218659667823,0.16041791758462434,0.8922869679092313,0.15646976166285267,0.9153285519163236,0.1558530474901427,0.9186228889276408,0.15562041687746125,0.9198441229920528,0.15467194241453916,0.9247020289228096,0.1542517465254272,0.9267920612219169,0.15424942663439767,0.9268034945752249,0.15354126622868733,0.9302394780847902,0.15202492621201094,0.9372359572436934
NP-Gl358,1,0.5842129845414812,9.337331106140892e-05,0.5658714245280357,0.00019143416592409,0.5464090795030585,0.00039645890567783885,0.5260855510457382,0.0008194556916717048,0.5260813676800717,0.000819575380704906,0.4838225102354598,0.003354073959208701,0.46887869580284997,0.005358820353652755,0.4638839835383951,0.00624695696428245,0.4618131923960014,0.00665389522019106,0.4470469019866354,0.010353517331723187,0.43780626599893024,0.013559229399978485,0.4121499803827771,0.027893013227096995,0.4120816474421756,0.027945134522938155,0.40679829235894,0.032256017356955886,0.3902114265550665,0.05003009584750402,0.3741009078265002,0.0753110599617588,0.3639157665879171,0.09662424803719444,0.3402759850708146,0.167029329056275,0.3188870256667513,0.2624239817587679,0.315777444983449,0.2791289758095702,0.3139876439711284,0.2890781342650626,0.3086069034224065,0.3204493966594619,0.2976006704638913,0.39120148012980505,0.2964225305699742,0.39926684768677895,0.29359817343440914,0.4189574846815127,0.2912265740240645,0.4358600626563804,0.29048069831969703,0.4412418143931683,0.2901394371529508,0.4437142665318701,0.2896002259474742,0.44763361140742186,0.2835782901022781,0.4923755011665646
NP-Gl367,1,0.6401228902344716,1.3245893793615202e-10,0.5875659342743345,6.6117707545631605e-09,0.5785850204349219,1.225423847640826e-08,0.5625361855695987,3.5720769790792575e-08,0.553098463133702,6.577706211930523e-08,0.5506733122115166,7.67860688989145e-08,0.5440935926910772,1.1635028137198108e-07,0.5414672593408504,1.3710820440190036e-07,0.535244213351201,2.0152855679767553e-07,0.5311615792872969,2.5871993333035783e-07,0.5235471164580691,4.098318535922917e-07,0.5217816804326925,4.554646241937623e-07,0.5203294271607214,4.966375409312368e-07,0.5168827207822648,6.092198286979436e-07,0.5089495570645897,9.695123015750069e-07,0.5040729351242363,1.285065785042187e-06,0.5006209812500678,1.566020765200773e-06,0.496712422954276,1.955644141138181e-06,0.4959259218811911,2.044620585239348e-06,0.4913003195939592,2.652326149144005e-06,0.4863475219907305,3.495102442132525e-06,0.4829395064310578,4.219124499170095e-06,0.4822242073799564,4.388460065948116e-06,0.4807575312919924,4.756386559229147e-06,0.4782572166251428,5.453152511746984e-06,0.4771282546934996,5.799067815988426e-06,0.4760487871048949,6.1495264257201565e-06,0.4743393659373125,6.746603641951568e-06,0.4740917988778146,6.8375760906218576e-06,0.4720359392857211,7.64008060857001e-06
