STARID,LABEL,1th Peak,1th Peak F.A.P,2th Peak,2th Peak F.A.P,3th Peak,3th Peak F.A.P,4th Peak,4th Peak F.A.P,5th Peak,5th Peak F.A.P,6th Peak,6th Peak F.A.P,7th Peak,7th Peak F.A.P,8th Peak,8th Peak F.A.P,9th Peak,9th Peak F.A.P,10th Peak,10th Peak F.A.P,11th Peak,11th Peak F.A.P,12th Peak,12th Peak F.A.P,13th Peak,13th Peak F.A.P,14th Peak,14th Peak F.A.P,15th Peak,15th Peak F.A.P,16th Peak,16th Peak F.A.P,17th Peak,17th Peak F.A.P,18th Peak,18th Peak F.A.P,19th Peak,19th Peak F.A.P,20th Peak,20th Peak F.A.P,21th Peak,21th Peak F.A.P,22th Peak,22th Peak F.A.P,23th Peak,23th Peak F.A.P,24th Peak,24th Peak F.A.P,25th Peak,25th Peak F.A.P,26th Peak,26th Peak F.A.P,27th Peak,27th Peak F.A.P,28th Peak,28th Peak F.A.P,29th Peak,29th Peak F.A.P,30th Peak,30th Peak F.A.P,31th Peak,31th Peak F.A.P,32th Peak,32th Peak F.A.P,33th Peak,33th Peak F.A.P,34th Peak,34th Peak F.A.P,35th Peak,35th Peak F.A.P,36th Peak,36th Peak F.A.P,37th Peak,37th Peak F.A.P,38th Peak,38th Peak F.A.P,39th Peak,39th Peak F.A.P,40th Peak,40th Peak F.A.P,41th Peak,41th Peak F.A.P,42th Peak,42th Peak F.A.P,43th Peak,43th Peak F.A.P,44th Peak,44th Peak F.A.P,45th Peak,45th Peak F.A.P,46th Peak,46th Peak F.A.P,47th Peak,47th Peak F.A.P,48th Peak,48th Peak F.A.P,49th Peak,49th Peak F.A.P,50th Peak,50th Peak F.A.P,51th Peak,51th Peak F.A.P,52th Peak,52th Peak F.A.P,53th Peak,53th Peak F.A.P,54th Peak,54th Peak F.A.P,55th Peak,55th Peak F.A.P,56th Peak,56th Peak F.A.P,57th Peak,57th Peak F.A.P,58th Peak,58th Peak F.A.P,59th Peak,59th Peak F.A.P,60th Peak,60th Peak F.A.P,61th Peak,61th Peak F.A.P,62th Peak,62th Peak F.A.P,63th Peak,63th Peak F.A.P,64th Peak,64th Peak F.A.P,65th Peak,65th Peak F.A.P,66th Peak,66th Peak F.A.P,67th Peak,67th Peak F.A.P,68th Peak,68th Peak F.A.P,69th Peak,69th Peak F.A.P,70th Peak,70th Peak F.A.P,71th Peak,71th Peak F.A.P,72th Peak,72th Peak F.A.P,73th Peak,73th Peak F.A.P,74th Peak,74th Peak F.A.P,75th Peak,75th Peak F.A.P,76th Peak,76th Peak F.A.P,77th Peak,77th Peak F.A.P,78th Peak,78th Peak F.A.P,79th Peak,79th Peak F.A.P,80th Peak,80th Peak F.A.P,81th Peak,81th Peak F.A.P,82th Peak,82th Peak F.A.P,83th Peak,83th Peak F.A.P,84th Peak,84th Peak F.A.P,85th Peak,85th Peak F.A.P,86th Peak,86th Peak F.A.P,87th Peak,87th Peak F.A.P,88th Peak,88th Peak F.A.P,89th Peak,89th Peak F.A.P,90th Peak,90th Peak F.A.P,91th Peak,91th Peak F.A.P,92th Peak,92th Peak F.A.P,93th Peak,93th Peak F.A.P,94th Peak,94th Peak F.A.P,95th Peak,95th Peak F.A.P
NP-G267-158,1,0.550843763828229,1.3288292810708501e-05,0.5159905778240591,6.179154590316702e-05,0.5072431902937229,8.924549892710263e-05,0.5020540195569455,0.00011063761785656123,0.4826053425785182,0.00024253641811719816,0.4522653341527017,0.0007768812912915202,0.4353034618600371,0.0014457670233253134,0.4340325333203513,0.0015134060373813258,0.4274748607609315,0.001912698143948566,0.42037575307160496,0.002456427486812333,0.4164375527692437,0.0028180558676974945,0.4162153297783313,0.002839892754669016,0.41273386075928425,0.003203589823249621,0.40671932318352605,0.003937654656973445,0.39986800253446014,0.0049666492318094745,0.3967484843782052,0.005514896541755977,0.3939837478377977,0.006048032130204765,0.3937167468471031,0.006102014886538954,0.38971083764981107,0.006968477629460402,0.38526123831182535,0.008066265536696633,0.3850905627954811,0.008111454508339467,0.3835899512642956,0.008519149222245625,0.3834366774077135,0.008561859628271983,0.3826266584195779,0.008790940431102255,0.3769551693529657,0.010563870691401269,0.3755258861624719,0.011060939632146459,0.371049580725322,0.012763538242115324,0.36908725428787736,0.013584906860463741,0.3671189283703988,0.014458368063900282,0.35437493922386665,0.02151592222000156,0.35176010584420697,0.023314497354960162,0.3481015440852688,0.026066756270286158,0.3453280282733393,0.0283512529223184,0.345248778294834,0.02841918116734688,0.3440690103272127,0.029448426336445205,0.3413162125833114,0.031985848298653044,0.3412243435670513,0.032073920555084914,0.3407596039736353,0.032522902806279765,0.3375117494107214,0.035826574006591325,0.33586673959582153,0.037615591907063005,0.3358123542183193,0.0376761214348194,0.332374044086153,0.041690196834506914,0.33179285043547235,0.0424063605676767,0.33151650009421385,0.04275083798915468,0.3276517637707108,0.0478452519621162,0.3273760280228273,0.04822916733483885,0.32567188203673303,0.050665104648538614,0.3246845222110607,0.05212737821643147,0.3232427074578982,0.05433194803112538,0.32159145445111026,0.05696088971629331,0.3212219245028328,0.05756483717437375,0.32038569701046304,0.05895308480535071,0.3202807790791002,0.059129392786771824,0.3187380897009549,0.06177763292847914,0.3120548718142517,0.07453382476378162,0.3114351876180087,0.07582907445782086,0.31136979892886835,0.07596691935652329,0.30731207298745045,0.08497261676010437,0.3041680147540196,0.09259212928614073,0.3038864944594969,0.09330306300544787,0.30303519293611353,0.09548235263999134,0.302054209422402,0.09804927335347996,0.3018767123466366,0.0985201729229654,0.30048780061115515,0.1022742355263135,0.29903675230265675,0.10632990193742067,0.2977258532827808,0.110114230194044,0.29640143212530434,0.11405644921057001,0.29578289025027704,0.11593927452512302,0.29575605076637856,0.11602158097019745,0.2949556485104227,0.11849953028303704,0.2948709963056572,0.11876426709027547,0.29455813765801697,0.1197471357431816,0.29374753209742,0.12232652568508655,0.29333334778970643,0.12366291451917386,0.29252774292430433,0.12629834398168102,0.2922659017543084,0.12716527258938154,0.29202223537084004,0.1279766194815803,0.2919054684264759,0.12836699816153416,0.29189434842962625,0.1284042281696572,0.2915583715184374,0.12953346875039834,0.2893673436284384,0.1371084744099131,0.28889802168478945,0.13877932691404346,0.2872550094922133,0.14476577388635056,0.28656327853890506,0.14735081911618678,0.2861723462417957,0.14882892800972974,0.2849170390179628,0.153659967477639,0.2842689366758551,0.15620530235429408,0.28420951769210817,0.15644041989357124,0.28331975886991656,0.1599966995000942,0.2807535349784058,0.17063268132909598,0.2804200686519092,0.17205674655396286,0.2801937115967464,0.17302897327277522,0.2781462750138116,0.1820296439381739,0.27681833388497346,0.18806906830894984,0.2765956273470812,0.1890976693238132
NP-GJ1001,1,0.5632210010320731,0.005827778707989787,0.5430756877402266,0.010035076812438442,0.5212393125003928,0.017557287737922495,0.4771966622809293,0.049661484943230284,0.4709168678690222,0.05705654034198127,0.4616804999261142,0.06967829712068895,0.4392683749844664,0.11070770822203108,0.3912249604168574,0.26622617996385,0.3827942482591821,0.3048812771438097,0.37130642823983295,0.3630668407636449,0.3139370512687007,0.7096073559641902,0.31098003608346103,0.7271173331070228,0.30799477441463324,0.7444385943222646,0.3027288479026207,0.7739814124484505,0.29474040130947743,0.8158773076139412,0.2920538853600475,0.8290672008231781,0.28879331891993554,0.8444122694988282,0.2801423320645151,0.8813692795134114,0.27865281554669274,0.8871584030907144,0.26919492639505505,0.9198660362201778,0.2687318945032355,0.9212873420362552,0.2588707928578773,0.9476688642490392,0.2530603956590619,0.9598981863117004,0.2469487979855817,0.9703530626386404,0.2466991643893728,0.9707312769766824,0.24537829570073874,0.9726719953010644,0.24189365751008704,0.9773217609052968,0.24099279990802855,0.9784178645523208,0.2380731241471867,0.9816893654567506,0.2311329344097316,0.9879088998128936,0.22719673158798825,0.9905948114343094,0.2222864171918109,0.9932397334168884,0.2174286040650589,0.9952159501655484,0.2158483110243836,0.9957429468738129,0.21006320708607787,0.9972734398809932,0.20980585448780367,0.9973287666551808,0.2089900351081612,0.9974978186578748,0.20354801090996366,0.9984069633528678,0.2032516524685282,0.9984468712708798,0.20192720758813792,0.9986147440418978,0.19928868230432206,0.9989024612995904,0.19859640258239886,0.9989686326884282,0.1970294549061794,0.9991055755491526,0.1914321664397292,0.9994727753729435,0.19011939221696145,0.9995363490125414,0.18787175546932747,0.9996294217881674,0.1873622416452896,0.9996480281528028,0.1827157456893804,0.9997826877401058,0.18247739794604165,0.9997881265741134,0.18162072531117496,0.9998066711563244,0.1803736488945646,0.999831040418376,0.18019897093985132,0.9998342210938987,0.17733068768545798,0.999879227706436,0.17718098256297798,0.9998812368672644,0.17666790393312282,0.9998878932759658,0.17626325964036568,0.9998929003217416,0.172398647729781,0.9999313954434196,0.17148253303300104,0.9999384182685216,0.166682804204761,0.999965557461265,0.16513754457424765,0.9999715906208788,0.16459070329477168,0.9999734793057672,0.16297532839503498,0.999978399205333,0.160311191040008,0.9999847002131032,0.15908232469314265,0.9999869859787729,0.15542516054024194,0.9999920414195408,0.153756931861691,0.9999936729421052,0.15339292658736414,0.999993984418292,0.15223764922158875,0.9999948801443848,0.1519321141158635,0.9999950951190596,0.15146997550084715,0.9999954041865652,0.1513841576680223,0.9999954595201428,0.1508880360791675,0.9999957672987088,0.14957036076314348,0.9999964920076708,0.14794159444194807,0.9999972263497016,0.14586573146424495,0.9999979529096475,0.14543700754250022,0.999998078557806,0.14393081182266454,0.999998464459275,0.14203521818035866,0.9999988461791972,0.14130762838701502,0.9999989671699112,0.14119865947934573,0.9999989842158497,0.13946690256567967,0.9999992216655712,0.1377333704311086,0.9999994057632238,0.13670442000163524,0.9999994945151977,0.13546879197233888,0.9999995843968784,0.13544026981679794,0.9999995862790596,0.1349086809608546,0.9999996199011416,0.13350771821792934,0.9999996964383612,0.13331509870587047,0.999999705727912,0.13110986900658042,0.9999997944151668,0.13010710583629514,0.9999998256485436,0.12952608514244032,0.9999998416018666,0.12944897450276893,0.9999998436105004,0.12874739327995913,0.9999998607942328,0.12792446067880095,0.9999998786380506,0.1278367563785181,0.9999998804042944
NP-GJ1012,1,0.4747779568187735,0.98227817426992,0.4528860637637789,0.9884247466850864,0.3948035649163503,0.9965205839700422,0.3378489365077265,0.9989910183807024,0.3338721581413185,0.9990749914758746,0.31190343190271924,0.9994261950581926,0.29932606965114683,0.9995619607322156,0.2961119481784422,0.999590926184424,0.2909808166259077,0.9996330372559716,0.2905084515457673,0.9996366749331701,0.2898677508413497,0.9996415475192176,0.28553613633713865,0.9996727076522952,0.2797605432288233,0.9997097949735676,0.2797144362253665,0.9997100720501764,0.27586086463188986,0.9997322412185494,0.26516777601616104,0.999784569659058,0.2621384735455136,0.9997972439251229,0.26003472711918585,0.9998055511228132,0.2548429541231337,0.99982444700151,0.2547704359245128,0.9998246956386004,0.2488202571073751,0.999843777015148,0.24731829240169306,0.9998482042032518,0.2430713170117024,0.9998599452526108,0.2388810996490523,0.9998704847783212,0.2334710374783308,0.999882709667115,0.2264788723735008,0.9998964699735926,0.22442819315375254,0.9999001144808048,0.2236677671625021,0.999901424051734,0.2230196840601605,0.9999025227254216,0.22169546668602366,0.9999047187710076,0.22032778624436208,0.9999069197082472,0.21849654529373885,0.9999097632460088,0.21827717524928208,0.9999100961418586,0.21460473680456726,0.9999154332990474,0.21438978110533824,0.999915732318414,0.21107441089467616,0.9999201665354652,0.20706232828436255,0.9999251099505784,0.20022405882890135,0.9999325721775318,0.19477949164989666,0.9999377403003666,0.18884719676754927,0.99994268464004,0.18753415364637646,0.9999436903338674,0.1850859569309246,0.9999454850897942,0.17893429500015445,0.9999495619040452,0.17582762431670804,0.9999514023810328,0.17445614186611366,0.9999521712698336,0.17173940189281647,0.9999536188253588,0.17168094951602764,0.9999536488942038,0.16770679942703468,0.9999555909857968,0.1672805028522142,0.9999557876336236,0.1590761848591715,0.999959160107986,0.15869000125734,0.9999593004004524,0.15433239744578311,0.9999607752123938,0.1541853781996037,0.9999608215749274,0.15116850634159565,0.9999617254552892,0.15101356733787538,0.999961769461139,0.14574368330482002,0.9999631296535396,0.1450909461342205,0.9999632799949196,0.14442574176859935,0.9999634291678368,0.14407767932324944,0.9999635056024822,0.14387842476984236,0.9999635488596776,0.14243707918039522,0.999963850991112,0.14183986546848953,0.9999639706537448,0.13974630106499994,0.9999643647669708,0.13793118692509124,0.9999646747227696,0.13736736049500234,0.9999647650356768,0.1361941698847412,0.9999649439166848,0.1334061383125527,0.9999653201471528,0.1328624883695677,0.999965385502352,0.1312570324720901,0.9999655632369632,0.128987266900771,0.99996577548872,0.12870007636539288,0.9999657990737748,0.12700766031605182,0.9999659230531744,0.1264013813792312,0.9999659611970646,0.12583020254915173,0.9999659940907636,0.12564078878121196,0.9999660043454659,0.12333745570973467,0.9999661028141168,0.12024138369468952,0.9999661575944,0.1154026783995376,0.9999660584125716,0.11528406592354315,0.9999660530513578,0.11109096450065056,0.999965769023644,0.10897340597819204,0.999965552947046,0.1078174051574053,0.9999654133777788,0.10667048944382207,0.9999652593301545,0.1039512638989278,0.999964829620321,0.10021574545733103,0.9999640815728148,0.09805802354713793,0.9999635594938024,0.09630036894683662,0.9999630817134366,0.09350178412112606,0.9999622165287556,0.09050115536213946,0.9999611336635046,0.08925787384622749,0.9999606338604744,0.08858802831734565,0.9999603513942258,0.08774199940271651,0.9999599809681678,0.08709029909388102,0.9999596849320628,0.08584220984958442,0.9999590910512212,0.0844285615019946,0.9999583737097504
NP-GJ1031,1,0.3348610017952829,0.2884862614244569,0.3321608102008047,0.3040147542086906,0.2589164253085903,0.8318274764831265,0.2551479966067007,0.8540215116691475,0.2407453257008282,0.9230206165785068,0.2404645339414376,0.9241055888115768,0.23803921307744536,0.933063048347382,0.2337289242283841,0.9471821336435888,0.21861811770546166,0.9802824327485952,0.21372298132296044,0.9864810097994152,0.21314264640433564,0.9870994448396688,0.21064618503461652,0.9895079437396372,0.209551212015041,0.9904431989690856,0.20730398143453407,0.9921517549778172,0.2058896053282814,0.9930928615494332,0.1959189403076889,0.9974291924666556,0.19581750590139807,0.9974570278880991,0.19064475231775693,0.9985746154089143,0.188756288820034,0.9988598619454904,0.18522277765239212,0.9992625787374656,0.1838277171766016,0.999383225995714,0.18346048831844144,0.999411935047335,0.17895484963432495,0.9996795017838556,0.1787067863538703,0.9996904107449696,0.17635203665287544,0.9997785857071156,0.16873857990526422,0.9999310902782191,0.16725084387588107,0.9999459890199766,0.16544123627839102,0.9999601244500952,0.1645054952552454,0.9999660204719304,0.16326015509596645,0.999972628969949,0.15864940923988038,0.9999881193770501,0.15631176429173846,0.9999923792829309,0.15318528036250614,0.9999958863948066,0.15255843024715002,0.9999963762962399,0.14951893495774068,0.9999980704747148,0.1485106921798183,0.9999984433817584,0.14529815111576547,0.999999229791266,0.1423766528688537,0.9999996042527336,0.14214528856668,0.9999996249850336,0.13994983404362424,0.999999776726373,0.13810854786928348,0.9999998570809832,0.13751872276240576,0.9999998763830656,0.13671513771061425,0.9999998987292325,0.136106060248288,0.999999913048888,0.13606016522091402,0.999999914046012,0.1349322987240308,0.9999999353933572,0.13437659094086196,0.9999999439525734,0.1307825790118978,0.9999999781617904,0.13067879929929516,0.9999999787610102,0.13065999780897655,0.999999978867874,0.1290018907508534,0.9999999865158172,0.12838253459636506,0.9999999886247029,0.12823291796205982,0.9999999890845916,0.12760723585733985,0.99999999082195,0.12637885996961945,0.9999999934935336,0.12468395889541115,0.9999999959846864,0.12466152190562765,0.9999999960105104,0.123998770109281,0.9999999967052212,0.12366433972082873,0.9999999970100616,0.12248831115708413,0.9999999978809796,0.1218781299228863,0.9999999982307844,0.11859879747676892,0.9999999993429294,0.11849412054484527,0.9999999993637484,0.11820642050127644,0.9999999994177412,0.11803151675682473,0.9999999994483736,0.11723188521603725,0.9999999995696872,0.116749077202689,0.9999999996299864,0.11664346468954992,0.9999999996420428,0.11645829278445186,0.9999999996622712,0.11604171635044178,0.9999999997038196,0.11516391752282575,0.9999999997758114,0.11425203420634213,0.999999999832578,0.11415633432331727,0.9999999998376559,0.1132617338518268,0.9999999998784466,0.11109925213613504,0.9999999999402548,0.11065373702078317,0.9999999999484852,0.10852543067638316,0.9999999999748488,0.10828790773957453,0.999999999976804,0.10779035041550293,0.9999999999804322,0.10730656605822628,0.9999999999834276,0.10694303293452397,0.99999999998538,0.10647357907294412,0.9999999999875728,0.1060915792681519,0.9999999999891176,0.10552956941763628,0.9999999999910556,0.10455369929871072,0.9999999999936524,0.1037309955803785,0.9999999999952572,0.10288720506793962,0.9999999999964904,0.1026592401716266,0.9999999999967656,0.1018241666096244,0.9999999999976058,0.1013371353907944,0.9999999999979928,0.10096132119969256,0.9999999999982492,0.10082353334269814,0.9999999999983348,0.10063533109073296,0.9999999999984456,0.10039840421304068,0.9999999999985744,0.09873022331611547,0.9999999999992288
NP-GJ1032,1,0.7361448929871157,0.22956667086205185,0.7259871951843088,0.2601575120720985,0.7258127506971632,0.2606996621898884,0.7227402731725943,0.2703381766399547,0.7171615023825002,0.28826108034149045,0.7145208285621406,0.29692734394949954,0.7144975015557768,0.2970044061604011,0.7131549072558375,0.3014544641862675,0.7063812475711705,0.324331677105828,0.7052913584890762,0.3280762046975968,0.7036907290162204,0.3336059009380893,0.7036731893692422,0.3336666926894057,0.6957902027019528,0.3613985335275989,0.6935191598497289,0.3695298522030109,0.6926745631259075,0.3725688252324652,0.6899063491198525,0.38258341824943604,0.6875943442165074,0.3910080336716975,0.6844684628362321,0.40247926731995975,0.6819161717579085,0.4119090476388909,0.6818959708959301,0.4119838956392205,0.6763061763259597,0.4328110563846013,0.6705901814600881,0.4543099942790061,0.6685903916733734,0.4618690295942656,0.6631902653323007,0.4823501208585348,0.6606346153643575,0.4920671480882273,0.6584975744323557,0.500198961834666,0.6531906837281305,0.5203961197462638,0.6524864397588621,0.5230748279412278,0.6506124333091583,0.5301990669154816,0.6503026097368664,0.5313762469746202,0.6480253860300074,0.5400215021405527,0.6477341100605561,0.5411262823878892,0.6450357795344845,0.5513474289497894,0.6371257527296422,0.5811211408622108,0.6332769845693406,0.5954704948629903,0.6329337145646874,0.5967449968559605,0.6324915778821756,0.5983852067269249,0.6312337305907786,0.6030428393305548,0.6293174796103136,0.6101126998028927,0.6290988642962734,0.6109172059311594,0.6281649041794691,0.6143492685282032,0.6263050545355826,0.6211591925394321,0.62547104994312,0.6242019101336042,0.6250853585695859,0.6256066540552936,0.6227749230811135,0.6339889433687139,0.6224404854155221,0.6351975174623914,0.6195676642207699,0.6455269868408963,0.6186613613422361,0.6487655915354749,0.6184257069052246,0.6496060549473501,0.6162573536853084,0.6573071153841592,0.6143029445282934,0.6641966329036727,0.6095332047399299,0.680791701181495,0.6061474992237476,0.6923707191722962,0.6030900669088922,0.7026745780006208,0.6003086220481699,0.7119166217019303,0.5978685111628748,0.7199171291864791,0.5952442103826775,0.7284057409033617,0.5944737783810741,0.7308744692597136,0.5909461062543716,0.7420396009405591,0.5897822797676225,0.7456722094348159,0.5821517281891666,0.7688387633590407,0.5807870097288549,0.7728597045724575,0.5802093372936752,0.774550273911133,0.5759483780783963,0.7868066401751967,0.5656381469224587,0.8148639539755442,0.5648943093831329,0.8167985632008243,0.5615344147016609,0.8253843475664058,0.5611219552455464,0.8264210231079824,0.5601776568998426,0.8287801135602119,0.5526806348614971,0.8467990431249554,0.550900757314812,0.8508907915138122,0.5495706234725278,0.8539018828463658,0.5419111545664644,0.8704635657769553,0.5387338803529932,0.8769462229401093,0.5360740203445187,0.8821997018550818,0.5258685878654841,0.9009093060924126,0.5197299787772871,0.91108167464617,0.5188221149655965,0.9125188482161444,0.5117579264054575,0.9231241623551056,0.5104609699791426,0.9249620702573368,0.5103562719490136,0.9251089856002928,0.5030085885330039,0.9348886079691524,0.4965837268045159,0.9426111292964336,0.4913890891494481,0.9483181081583388,0.4877687905777596,0.952024367979674,0.4833780612903323,0.9562330783418124,0.4822510392841223,0.9572643267628091,0.4764374592501657,0.9622782812009344,0.4707697400202787,0.9666965291662609,0.4627011011056114,0.972246599745741,0.462004694329139,0.972687331068724,0.44475428705712017,0.9818801580401694,0.4347796061647256,0.9858789322514344,0.4320679842442279,0.9868243847855864,0.4279986555479027,0.9881401373461058
NP-GJ103,1,0.6772615929811454,0.4685732579874658,0.6628988435230941,0.5175315123530407,0.6612070633425058,0.5232805284679818,0.6562600884897332,0.540043032372043,0.6480698927151208,0.5675755988815777,0.6422422400389157,0.5869414821280904,0.6405342880489954,0.5925743900951755,0.6378767140373794,0.6012964187452924,0.6370879940066139,0.6038744478766825,0.6290674739383753,0.6297896996100915,0.6280927928360425,0.6328988381314731,0.6219259322373363,0.6523474046653314,0.6199585302390709,0.6584665131543821,0.6171605218812585,0.6670934469101372,0.6031834859070205,0.7087395924469605,0.5982772028950845,0.722736085505894,0.5959565485512557,0.7292357501206304,0.5862254616259399,0.7556090169358558,0.5846543046517378,0.7597295918830774,0.5689335789713267,0.7987522927662367,0.5670874177973371,0.8030651132769775,0.5624824674485599,0.8135704609581167,0.560259056817369,0.8185131549246938,0.5601282094425168,0.818801393006455,0.5599661596997692,0.8191579584730533,0.5589104679653562,0.8214698171312128,0.5577615654606858,0.8239640532333922,0.5539593053226205,0.8320567984543016,0.5493881701746319,0.8414565589956104,0.5475344555502529,0.8451659083117167,0.5456752489660746,0.8488269132923069,0.5403889681645552,0.8589124692975479,0.540079110491682,0.8594888205170488,0.5391505402046352,0.8612062138926307,0.5376069618544517,0.8640286159187847,0.5367717324891544,0.8655389548941433,0.5330011091409217,0.872210593277822,0.5308359960590152,0.8759334640026774,0.5288479549107613,0.879282941847857,0.5273971517832671,0.8816858537085086,0.5112838419520582,0.9060774516187444,0.5046200409125846,0.9149751253633802,0.4880528187871127,0.9342855264259884,0.4803974034625706,0.9419437466781444,0.4798697698432416,0.9424438943588208,0.4795045302875118,0.9427880646722476,0.4793192080359089,0.9429620591507136,0.4756954170706037,0.9462791337601879,0.4646123654738136,0.9554603529686828,0.4626090903113918,0.9569725757600452,0.4578702238574273,0.9603803710769396,0.4453871065856129,0.9682894329118118,0.43729352538981775,0.9726629822527736,0.4310959195035832,0.9756505831345856,0.4118701735760485,0.9831830716752828,0.4103637474983124,0.9836749436254256,0.4092698521512281,0.9840240402114327,0.4057841676417348,0.985092404204042,0.4045744658532541,0.9854479456648042,0.4006517000688256,0.9865491214503352,0.3913433449184218,0.9888674342043116,0.3822919259261545,0.9907671185318484,0.380601967923876,0.9910870168556144,0.38006641335544655,0.991186247430287,0.3762364436351633,0.9918667634207798,0.3741644918153738,0.9922143617953568,0.3684770937441267,0.9930990269973976,0.3652414540185045,0.993559644562088,0.3643410178643808,0.9936826297849688,0.36294236915388906,0.9938693179925868,0.3465285097635561,0.9957060597897908,0.3458844314403737,0.995766239127134,0.3442000650242748,0.9959198466580512,0.3441016120203351,0.9959286589737684,0.34401145107831266,0.995936713171302,0.3431123461779802,0.9960162047641284,0.34137054704688075,0.9961659984979224,0.3328315583539461,0.9968256100227448,0.3112185376253491,0.998041680306426,0.3106426653732321,0.99806685830613,0.30210108245624484,0.9984048142022064,0.2874577209536963,0.9988527414581588,0.28577321231711383,0.998895369046892,0.2851352316677269,0.998911090752576,0.2815290268950893,0.9989957749780314,0.2804472804721125,0.9990198444654628,0.2801849028015126,0.9990255931408426,0.2798673182951157,0.9990325052811698,0.276830832160386,0.9990961104877388,0.2738655922823755,0.9991540813187684,0.2704851696561695,0.9992155118754116,0.26844605149391626,0.9992503139001084,0.2625100938382584,0.9993427530693184,0.2603176039867659,0.9993738024376416,0.2572812013152864,0.9994142710464351
NP-GJ1046,1,0.9746426737380264,1.2175343559295366e-16,0.9722972914813142,3.3634553710656533e-16,0.9606285798738364,1.9045536817415225e-14,0.8671036460370714,2.156076212063625e-08,0.8605936387066644,3.7230113899908485e-08,0.8566428576904567,5.122453875748178e-08,0.8458103403718772,1.1764015216171989e-07,0.8456429291690105,1.1910574974735994e-07,0.8333585681275588,2.8525649936746895e-07,0.8320578174150627,3.116971704469807e-07,0.8210832484488823,6.412478753120958e-07,0.8050102558757087,1.7077378326974154e-06,0.7814439428281316,6.2497563674784225e-06,0.7746404004525295,8.852828959092275e-06,0.7693915370075085,1.1497630153927715e-05,0.7626784337465196,1.5923302695828556e-05,0.7610410064710837,1.721516186669227e-05,0.7510925998201701,2.733955603578634e-05,0.7450073032626776,3.594777093315744e-05,0.7332993276207097,5.9767289011463706e-05,0.7326459457428319,6.144574710668737e-05,0.7290891649300266,7.135869378282889e-05,0.7133173550792883,0.00013531157361087128,0.7033420090219724,0.0001991203287056586,0.6987483416578433,0.00023683164653629576,0.6954503152616037,0.0002677896836192076,0.6826692583904419,0.00042568057875167273,0.6819947826658933,0.00043598619741883483,0.6650523541114047,0.0007820196543348106,0.6441461308587279,0.0015436845364737745,0.6436806052376476,0.0015664882303838494,0.6424350715403375,0.0016290102212823238,0.6315033107649322,0.002282902597635653,0.6311263798909503,0.002309186803855565,0.6281216947541444,0.0025287159996740197,0.6280621314940641,0.0025332526753374784,0.6261071858035157,0.002686306461871092,0.6229148973270133,0.0029543124209885623,0.6213581842793849,0.0030935886342136425,0.611445429181079,0.004128956798812744,0.6020144301985126,0.005394978657864298,0.5964930017562914,0.006289577617724888,0.5963045056872813,0.006322353182200616,0.5953544256601799,0.00648991066783341,0.5940223834647316,0.006731579952458403,0.5923189030556305,0.00705245719564957,0.5859108279924147,0.008386813337679794,0.5821317108331371,0.009276436701763122,0.5795087284905759,0.009942917750512448,0.5767335445589048,0.010694693372515707,0.5678043616903934,0.013472876933130313,0.5626299595471727,0.015364222724873918,0.5619499680546767,0.015629690412168256,0.5613284615542874,0.01587591148267675,0.5611683310943681,0.01593991024543549,0.5605160809122773,0.016202986489138614,0.5575296835166555,0.01745783171237929,0.5557858911834977,0.018230103436449662,0.5540484488800976,0.019029793161953246,0.5492001314888911,0.021429616569451655,0.5488559739789967,0.02160980600632559,0.5483170938874458,0.021894660285206827,0.5438855674602364,0.02436706292688649,0.5415474082161945,0.02576917609971791,0.5400651111045508,0.02669477468128417,0.533716019539218,0.031002093230629368,0.5239708731474421,0.038812899049199136,0.5235025851570987,0.039228418944968015,0.5232030203184103,0.03949627616977277,0.5212889272786384,0.04124606427868422,0.5176030227682331,0.04480825938080143,0.5170509543945558,0.04536437853635974,0.5145368234068511,0.047974086901668565,0.5055743861365078,0.058373899807653,0.5013104766280532,0.06397319827987229,0.4950198964082434,0.07307765699863786,0.494734351133309,0.07351604254482709,0.4943202746764519,0.07415575683297866,0.4919627268963441,0.0778894636466389,0.4919069742130995,0.07797966849464913,0.4893149764159879,0.08227288930775138,0.4859464006327127,0.08815126484517644,0.4847253780843264,0.09036804244053538,0.4843406903918416,0.0910761269682738,0.4805821836658372,0.09824379906952756,0.4765071399748901,0.10654367243969033,0.4717276093003512,0.11701389703132745,0.4711091918226891,0.11842868601342685,0.4689967214699277,0.12336807259383575,0.4659501124934578,0.13078774779112187,0.4659336095416229,0.1308289074835501,0.4628732897670645,0.13864555902088765,0.4609123219181607,0.1438496212750834,0.4529126363480255,0.1667203838526203,0.4518315574123529,0.1700192460932817
