Number of Peaks,F1 score,Precision,Accuracy,Recall,F1 score STD,Precision STD,Accuracy STD,Recall STD
5.0,0.9420103374134084,0.9478102837427704,0.9423999999999999,0.9429285821724619,0.013841665248098923,0.012464105746694544,0.01376372042726817,0.013098112207065403
10.0,0.9537878001284529,0.9599077080174478,0.9544,0.9522307490473949,0.015522623691942078,0.01289605716625206,0.015199999999999986,0.01626213168311955
15.0,0.9506809154563385,0.9574104990122969,0.9512,0.9489618343152694,0.013735456388169332,0.011431254968833765,0.01359999999999998,0.013807941467305998
20.0,0.9815185888951736,0.9811547629505375,0.9815999999999999,0.9827270759925458,0.009529200365642905,0.009815807792305387,0.009499473669630342,0.008477931544331777
25.0,0.9799235869910417,0.9803786699493472,0.9800000000000001,0.9803178698954289,0.00544192223111532,0.005705736265799002,0.0053665631459995,0.00500354829357297
30.0,0.9871465014456906,0.9875962236706763,0.9872,0.9871295977638965,0.007376793807552345,0.006787223734322587,0.007332121111929351,0.007677979444134142
35.0,0.9830545661472578,0.9828520441667873,0.9831999999999999,0.983990525484101,0.00921876132018978,0.00961215467471892,0.009086253353280447,0.008540934231687423
40.0,0.9887462157613381,0.9890776267381366,0.9888,0.9887963559839872,0.008189794764146784,0.00811678602853445,0.008158431221748464,0.007962082017793708
45.0,0.9823483681310601,0.9822735191875056,0.9823999999999998,0.9833741926998693,0.01335604366188105,0.01359246278775152,0.013290598180668932,0.01201250105063646
50.0,0.9831250048934048,0.9837383570867466,0.9832000000000001,0.9834740652118047,0.014539464071322627,0.013929232211001516,0.014510685717773657,0.01409996420270441
60.0,0.9935652013069018,0.9937015480912311,0.9936,0.9936337011767911,0.007894948536152165,0.007556883174424513,0.007838367176906176,0.007978372457218998
70.0,0.993594660293161,0.9935577646349749,0.9936,0.9937834366290372,0.005989455331187705,0.006000852832833953,0.005986651818838311,0.005807394261931335
80.0,0.9935874540682612,0.9937886336226835,0.9936,0.9935386854100354,0.005996892211621054,0.005750464594281583,0.005986651818838311,0.006082964063684556
90.0,0.9911806333103389,0.991351313540682,0.9912000000000001,0.9912755870019927,0.007559857727609026,0.007364247390494539,0.007547184905645289,0.007470871647610685
95.0,0.9951813457765162,0.9952184320992729,0.9952000000000002,0.9952463740149351,0.005319282218053795,0.005219188742171655,0.005306599664568645,0.005310505529454701
100.0,0.9911620586265464,0.9912608386216789,0.9911999999999999,0.9913304769345352,0.007573966061821675,0.007669362555951418,0.00754718490564529,0.007218982738435306
