Number of intervals,F1 score,Precision,Accuracy,Recall,F1 score STD,Precision STD,Accuracy STD,Recall STD
2500.0,0.7827431907701681,0.8470312190925011,0.792,0.7913784429112302,0.024589461222771673,0.026477214577428014,0.023999999999999997,0.02104601903809511
3000.0,0.7679499707988217,0.8459078330497404,0.7792,0.7804349423130785,0.014855742120156227,0.012805784377880136,0.01567673435381232,0.012651496085939948
3500.0,0.7761640180152793,0.8427412424407551,0.7872,0.7846548491737362,0.030736267714273787,0.01747493402577316,0.026339324213046907,0.025951329254114516
4000.0,0.7794781178717359,0.817212366263905,0.7832,0.790262150486011,0.03417267210384361,0.04862544017971731,0.03495368363992558,0.03509012090474073
5000.0,0.7747772637283769,0.831689899192971,0.784,0.7813881427489789,0.03361676733968104,0.04272208758022302,0.03298484500494128,0.03059786344759383
7000.0,0.7772288702737346,0.8014344336813661,0.7784,0.7899467897908595,0.02920587931308634,0.028272242544417066,0.028855502074994318,0.02357116058354486
10000.0,0.7936849351089539,0.8006441866203821,0.7952,0.796590684103745,0.03635887751249243,0.036883450172682505,0.03545363168985654,0.03774668693607947
20000.0,0.7890303711466856,0.8055785187746496,0.7896,0.7995424658131342,0.023624648744491328,0.02552614561284018,0.023474241201793915,0.022714397460254155
30000.0,0.7797868080330005,0.7993018810111014,0.7816,0.787397409102032,0.04003971716502976,0.033140603470730584,0.03870710529088943,0.03447600088414249
