Number of intervals,F1 score,Precision,Accuracy,Recall,F1 score STD,Precision STD,Accuracy STD,Recall STD
2500.0,0.9919334977931064,0.9924607080361023,0.992,0.9916398641679638,0.00725439493585054,0.006331434917571655,0.007155417527999334,0.007907137164953993
3000.0,0.9951524534184832,0.994946132213486,0.9952000000000002,0.995437244820892,0.003958626922036626,0.0041679221294562245,0.003919183588453089,0.0037545773906458796
3500.0,0.9935878567621004,0.993575550756792,0.9936,0.9937023256046622,0.003206118181341124,0.003226871463899981,0.0032000000000000028,0.003162355153169595
4000.0,0.9911200363282745,0.9911735749262973,0.9912000000000001,0.9913615330947467,0.008389281385266697,0.008563780362571627,0.008352245207128448,0.007986360122661273
5000.0,0.992779554595872,0.9930907281390817,0.9928000000000001,0.9926336410757148,0.0056032977152527695,0.005493831938058824,0.005600000000000005,0.005565026454003544
7000.0,0.9903744958732641,0.9903301267219721,0.9904,0.9906976882037759,0.006989405314046523,0.007199514516672662,0.006974238309665083,0.006493123473653651
10000.0,0.9839024722491769,0.9843040535260992,0.984,0.9840876745423678,0.006211867171622725,0.006348900463293186,0.006196773353931873,0.005930843654341517
20000.0,0.9863250779084602,0.9867318639705779,0.9864,0.9864659675404178,0.009560149124115652,0.009240187700672994,0.009499473669630342,0.009540798581675877
30000.0,0.9935397983051629,0.9935951203008369,0.9936,0.9936651149417107,0.007017937871156346,0.007031531573306041,0.006974238309665084,0.006881716291308079
