Number of intervals,F1 score,Precision,Accuracy,Recall,F1 score STD,Precision STD,Accuracy STD,Recall STD
2500.0,0.9967934194460509,0.9968189721288633,0.9968,0.9968189721288633,0.003927256871236144,0.0039025256829252728,0.003919183588453088,0.0039025256829252728
3000.0,0.9991967097230254,0.9991525423728813,0.9992000000000001,0.9992537313432835,0.002409870830923466,0.0025423728813559255,0.002400000000000002,0.00223880597014926
3500.0,0.9991925586202441,0.9991228070175439,0.9992000000000001,0.9992753623188406,0.0024223241392674734,0.0026315789473684292,0.002400000000000002,0.0021739130434782704
4000.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
5000.0,0.9951819315859364,0.9952100319035804,0.9952,0.9952561076549866,0.005325145346671877,0.005413064795167859,0.005306599664568644,0.005128883938030974
7000.0,0.998389017279613,0.9982874707259952,0.9984,0.9985164835164835,0.0032220331665333015,0.003428965775126179,0.0032000000000000028,0.0029695756300816725
10000.0,0.9991925586202441,0.9991228070175439,0.9992000000000001,0.9992753623188406,0.0024223241392674734,0.0026315789473684292,0.002400000000000002,0.0021739130434782704
20000.0,0.9992000000000001,0.9992063492063492,0.9992000000000001,0.9992063492063492,0.0024000000000000354,0.0023809523809523725,0.002400000000000002,0.0023809523809523725
30000.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
